year,month,rmse,rsq,mean_rmse,mean_rsq
2000,1,0.760497686902365,0.714716769492575,0.9759414697701365,0.30035313686804005
2000,2,0.728461885715966,0.528205820858984,0.8573328168089043,0.12626202139818166
2000,3,0.733341667295136,0.585948060455764,0.8837391246519201,0.18849235461644065
2000,4,0.753151662309794,0.61612339882576,1.2419923511660342,0.07327336062417224
2000,5,1.15999914163015,0.0365740092437705,1.2444267614976063,0.09444165139986833
2000,6,1.3953815629073,0.00152083165128088,1.3354827899792645,0.01840549052976577
2000,7,0.944289392064483,1.41138955062966e-4,0.9693590823606502,0.06707131023573323
2000,8,1.01869641862083,0.0235160396317873,1.1182930831219506,0.025632715379115687
2000,9,1.16588912004166,0.0967561847031184,1.2217696431906933,0.046807068534854175
2000,10,0.870505299115758,0.218271984295274,0.8839742448874169,0.13239984045847572
2000,11,0.965849321727446,0.0922066574540004,1.0221928285791593,0.06868735355294683
2000,12,1.13249066999883,0.019327987062643,1.1767744636009927,0.019556075220000208
2001,1,0.917131069906255,0.452209008344611,0.9759414697701365,0.30035313686804005
2001,2,0.836811760095477,0.195113035690154,0.8573328168089043,0.12626202139818166
2001,3,0.834630682209211,0.259564767963377,0.8837391246519201,0.18849235461644065
2001,4,1.05749169401225,0.112879454286809,1.2419923511660342,0.07327336062417224
2001,5,0.972957636118043,0.161181768127837,1.2444267614976063,0.09444165139986833
2001,6,1.27961418984012,0.0426190304325833,1.3354827899792645,0.01840549052976577
2001,7,0.905068428877814,0.116684931041117,0.9693590823606502,0.06707131023573323
2001,8,1.09900431395085,6.22439453089984e-4,1.1182930831219506,0.025632715379115687
2001,9,1.30931946455685,0.00108975931220557,1.2217696431906933,0.046807068534854175
2001,10,0.893598436206235,0.0941544123821147,0.8839742448874169,0.13239984045847572
2001,11,0.982749170318594,0.11329968111061,1.0221928285791593,0.06868735355294683
2001,12,1.18576773724211,0.0452606351492534,1.1767744636009927,0.019556075220000208
2002,1,1.05453310131321,0.16591879576411,0.9759414697701365,0.30035313686804005
2002,2,0.802956737346472,0.200333047429409,0.8573328168089043,0.12626202139818166
2002,3,0.835331508558448,0.232695046331808,0.8837391246519201,0.18849235461644065
2002,4,1.33377938109941,0.00703180469103445,1.2419923511660342,0.07327336062417224
2002,5,1.3328995141884,0.0844262502970052,1.2444267614976063,0.09444165139986833
2002,6,1.38446961795449,0.00365423062368229,1.3354827899792645,0.01840549052976577
2002,7,0.968279141935095,0.0874814641008647,0.9693590823606502,0.06707131023573323
2002,8,1.27396523044084,0.0207147884173432,1.1182930831219506,0.025632715379115687
2002,9,1.25211302402127,0.0549812108641042,1.2217696431906933,0.046807068534854175
2002,10,0.960489403656845,0.0295096486926012,0.8839742448874169,0.13239984045847572
2002,11,1.17990338193274,3.94209157432432e-4,1.0221928285791593,0.06868735355294683
2002,12,1.17688987876625,0.00649587653362334,1.1767744636009927,0.019556075220000208
2003,1,0.988905269501459,0.252510002732727,0.9759414697701365,0.30035313686804005
2003,2,0.886299714943522,0.0801340180499501,0.8573328168089043,0.12626202139818166
2003,3,0.996990433571745,0.11402545302778,0.8837391246519201,0.18849235461644065
