year,month,aic,rmse,rsq,mean_aic,mean_rmse,mean_rsq
2000,1,276.313191397705,0.828482961114215,0.455102387545855,261.2459894674249,1.0045415413624537,0.35684744784558853
2000,2,385.928545183571,0.82511233820399,0.149296757801965,362.19253582010947,0.8701615422924653,0.10741881588917379
2000,3,349.363613498668,0.80349775478001,0.301716666101559,332.4717205614658,0.8793383438874329,0.22842438114769573
2000,4,354.965113643573,0.869395280005045,0.226942994709608,336.82424818303446,1.2508165360766186,0.06710017441278267
2000,5,273.244922415371,1.17117158256702,0.0552061075457281,261.1797723701554,1.2693879313062861,0.12649719367125037
2000,6,337.19181367048,1.46473563147003,9.47184789297841e-5,367.497239896083,1.3256957653347778,0.02415707183533554
2000,7,305.789158872513,0.92552866302154,0.149154429493041,316.7826247060484,1.0413603041581676,0.05664620933611474
2000,8,315.693959169134,1.03025915947064,2.03374347521049e-4,351.61053027739337,1.1457088506687871,0.014620391360317718
2000,9,292.817591352988,1.13484654614121,0.130598962678049,312.4217112573929,1.3065544232058728,0.06528450927445609
2000,10,221.296411360545,0.955825927544594,0.230275702097351,257.06331752737015,0.874748821626111,0.1844536256480056
2000,11,304.399542602915,1.07246129457889,0.0850410444044203,330.63573165956416,1.0669821160013995,0.06672539908450065
2000,12,388.86701633719,1.15945229842276,0.0209131999479471,403.74236301244525,1.2543130665390727,0.012317664860348711
2001,1,272.096727240952,1.17116956403489,0.493086397718241,261.2459894674249,1.0045415413624537,0.35684744784558853
2001,2,354.73275111421,0.83062938904767,0.167356938041476,362.19253582010947,0.8701615422924653,0.10741881588917379
2001,3,312.997128488417,0.811931311878319,0.270437254473105,332.4717205614658,0.8793383438874329,0.22842438114769573
2001,4,301.65343106015,1.11911881056532,0.175668574740945,336.82424818303446,1.2508165360766186,0.06710017441278267
2001,5,258.036068773223,1.06481649552009,0.276044334033948,261.1797723701554,1.2693879313062861,0.12649719367125037
2001,6,379.262690361556,1.31645153987266,0.0329694896988387,367.497239896083,1.3256957653347778,0.02415707183533554
2001,7,304.073565710608,0.948644644257841,0.0586230314691939,316.7826247060484,1.0413603041581676,0.05664620933611474
2001,8,339.115332446187,1.08570093848954,0.0292470843539355,351.61053027739337,1.1457088506687871,0.014620391360317718
2001,9,309.800846516742,1.26158724068183,0.0538009949152735,312.4217112573929,1.3065544232058728,0.06528450927445609
2001,10,247.93710835747,0.848768951368516,0.181429267851171,257.06331752737015,0.874748821626111,0.1844536256480056
2001,11,319.074177305051,1.00947728058656,0.0749362183993737,330.63573165956416,1.0669821160013995,0.06672539908450065
2001,12,396.811155980823,1.48005684226419,0.0282035952623888,403.74236301244525,1.2543130665390727,0.012317664860348711
2002,1,236.268797274054,1.10567773074118,0.351360001541261,261.2459894674249,1.0045415413624537,0.35684744784558853
2002,2,351.508460141921,0.830934204412869,0.0954694081199433,362.19253582010947,0.8701615422924653,0.10741881588917379
2002,3,307.036669028877,0.839732177303161,0.211199868588705,332.4717205614658,0.8793383438874329,0.22842438114769573
2002,4,331.988446728424,1.32215174578968,0.0148161543958086,336.82424818303446,1.2508165360766186,0.06710017441278267
2002,5,239.815315427598,1.42610324411638,0.0931306222044703,261.1797723701554,1.2693879313062861,0.12649719367125037
2002,6,390.207584841619,1.336182690107,9.73776418805316e-4,367.497239896083,1.3256957653347778,0.02415707183533554
2002,7,337.371043555524,0.947920687895218,0.0633727202411238,316.7826247060484,1.0413603041581676,0.05664620933611474
2002,8,318.78795774245,1.93369217890816,0.012814944651316,351.61053027739337,1.1457088506687871,0.014620391360317718
2002,9,332.172152904623,1.30205824249212,0.0747478749742893,312.4217112573929,1.3065544232058728,0.06528450927445609
2002,10,244.56307186034,0.871063027869631,0.168029779504657,257.06331752737015,0.874748821626111,0.1844536256480056
2002,11,312.221581636723,1.7118143098866,0.00200139676802552,330.63573165956416,1.0669821160013995,0.06672539908450065
2002,12,386.650766266065,1.19842470963398,0.00968152459313062,403.74236301244525,1.2543130665390727,0.012317664860348711
2003,1,256.236717093791,0.987595970124467,0.384234524479324,261.2459894674249,1.0045415413624537,0.35684744784558853
2003,2,362.258250704376,0.864438426403077,0.144082207746371,362.19253582010947,0.8701615422924653,0.10741881588917379
2003,3,322.922619163081,0.911614069179153,0.191530276452278,332.4717205614658,0.8793383438874329,0.22842438114769573
2003,4,340.36466301313,1.30664593342316,0.017909947448372,336.82424818303446,1.2508165360766186,0.06710017441278267
2003,5,239.913689469484,1.21882323881021,0.136469845857541,261.1797723701554,1.2693879313062861,0.12649719367125037
2003,6,326.298404969443,1.48262949848207,0.0058151699142846,367.497239896083,1.3256957653347778,0.02415707183533554
2003,7,315.919332676458,0.98170767483754,0.03983565558857,316.7826247060484,1.0413603041581676,0.05664620933611474
2003,8,345.736206320391,1.12796320093932,1.92988776313366e-5,351.61053027739337,1.1457088506687871,0.014620391360317718
2003,9,316.106823204457,1.89114361827397,0.0178849751598809,312.4217112573929,1.3065544232058728,0.06528450927445609
2003,10,272.745659161111,0.840882410569598,0.230052575150204,257.06331752737015,0.874748821626111,0.1844536256480056
2003,11,326.081976922724,1.09431278619864,0.00293602501644454,330.63573165956416,1.0669821160013995,0.06672539908450065
2003,12,394.663624368535,1.22438727095268,0.00652731414281945,403.74236301244525,1.2543130665390727,0.012317664860348711
