"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.829,NA,469.5,79.032,75.385
"2","GAM_RUN1_AllData","TSS",0.544,NA,469,79.032,73.846
"3","GAM_RUN1_AllData","KAPPA",0.544,NA,469,79.032,73.846
"4","GBM_RUN1_AllData","ROC",0.851,NA,417,80.645,75.385
"5","GBM_RUN1_AllData","TSS",0.544,NA,419,79.032,75.385
"6","GBM_RUN1_AllData","KAPPA",0.544,NA,419,79.032,75.385
"7","RF_RUN1_AllData","ROC",0.86,NA,353,88.71,70.769
"8","RF_RUN1_AllData","TSS",0.595,NA,355,88.71,70.769
"9","RF_RUN1_AllData","KAPPA",0.592,NA,355,88.71,70.769
"10","GAM_RUN2_AllData","ROC",0.824,NA,441,80.645,67.692
"11","GAM_RUN2_AllData","TSS",0.483,NA,438.5,80.645,67.692
"12","GAM_RUN2_AllData","KAPPA",0.482,NA,438.5,80.645,67.692
"13","GBM_RUN2_AllData","ROC",0.857,NA,705.5,66.129,93.846
"14","GBM_RUN2_AllData","TSS",0.585,NA,678,67.742,90.769
"15","GBM_RUN2_AllData","KAPPA",0.588,NA,678,67.742,90.769
"16","RF_RUN2_AllData","ROC",0.849,NA,748,64.516,93.846
"17","RF_RUN2_AllData","TSS",0.584,NA,747,64.516,93.846
"18","RF_RUN2_AllData","KAPPA",0.588,NA,747,64.516,93.846
"19","GAM_RUN3_AllData","ROC",0.818,NA,401,80.645,72.308
"20","GAM_RUN3_AllData","TSS",0.53,NA,400,80.645,72.308
"21","GAM_RUN3_AllData","KAPPA",0.528,NA,400,80.645,72.308
"22","GBM_RUN3_AllData","ROC",0.843,NA,292.5,85.484,69.231
"23","GBM_RUN3_AllData","TSS",0.535,NA,245,93.548,56.923
"24","GBM_RUN3_AllData","KAPPA",0.531,NA,245,93.548,56.923
"25","RF_RUN3_AllData","ROC",0.843,NA,506,72.581,81.538
"26","RF_RUN3_AllData","TSS",0.541,NA,506,72.581,81.538
"27","RF_RUN3_AllData","KAPPA",0.542,NA,506,72.581,81.538
"28","GAM_RUN4_AllData","ROC",0.814,NA,655,61.29,86.154
"29","GAM_RUN4_AllData","TSS",0.474,NA,655,61.29,86.154
"30","GAM_RUN4_AllData","KAPPA",0.477,NA,655,61.29,86.154
"31","GBM_RUN4_AllData","ROC",0.852,NA,641.5,64.516,90.769
"32","GBM_RUN4_AllData","TSS",0.537,NA,664.5,62.903,90.769
"33","GBM_RUN4_AllData","KAPPA",0.54,NA,664.5,62.903,90.769
"34","RF_RUN4_AllData","ROC",0.849,NA,500,79.032,78.462
"35","RF_RUN4_AllData","TSS",0.575,NA,499,79.032,78.462
"36","RF_RUN4_AllData","KAPPA",0.575,NA,499,79.032,78.462
"37","GAM_RUN5_AllData","ROC",0.867,NA,716.5,64.516,92.308
"38","GAM_RUN5_AllData","TSS",0.553,NA,715,64.516,89.231
"39","GAM_RUN5_AllData","KAPPA",0.556,NA,715,64.516,89.231
"40","GBM_RUN5_AllData","ROC",0.904,NA,515.5,87.097,84.615
"41","GBM_RUN5_AllData","TSS",0.717,NA,516,87.097,84.615
"42","GBM_RUN5_AllData","KAPPA",0.717,NA,516,87.097,84.615
"43","RF_RUN5_AllData","ROC",0.894,NA,446,87.097,78.462
"44","RF_RUN5_AllData","TSS",0.656,NA,446,87.097,78.462
"45","RF_RUN5_AllData","KAPPA",0.654,NA,446,87.097,78.462
"46","GAM_RUN6_AllData","ROC",0.861,NA,575.5,75.806,80
"47","GAM_RUN6_AllData","TSS",0.558,NA,574,75.806,80
"48","GAM_RUN6_AllData","KAPPA",0.558,NA,574,75.806,80
"49","GBM_RUN6_AllData","ROC",0.87,NA,480,83.871,81.538
"50","GBM_RUN6_AllData","TSS",0.654,NA,479,83.871,81.538
"51","GBM_RUN6_AllData","KAPPA",0.654,NA,479,83.871,81.538
"52","RF_RUN6_AllData","ROC",0.869,NA,402,90.323,70.769
"53","RF_RUN6_AllData","TSS",0.609,NA,440.5,85.484,75.385
"54","RF_RUN6_AllData","KAPPA",0.607,NA,440.5,85.484,75.385
"55","GAM_RUN7_AllData","ROC",0.836,NA,675.5,67.742,89.231
"56","GAM_RUN7_AllData","TSS",0.57,NA,676,67.742,89.231
"57","GAM_RUN7_AllData","KAPPA",0.572,NA,676,67.742,89.231
"58","GBM_RUN7_AllData","ROC",0.847,NA,484.5,75.806,80
"59","GBM_RUN7_AllData","TSS",0.543,NA,478,75.806,78.462
"60","GBM_RUN7_AllData","KAPPA",0.543,NA,478,75.806,78.462
"61","RF_RUN7_AllData","ROC",0.839,NA,511,70.968,86.154
"62","RF_RUN7_AllData","TSS",0.557,NA,464,72.581,83.077
"63","RF_RUN7_AllData","KAPPA",0.558,NA,464,72.581,83.077
"64","GAM_RUN8_AllData","ROC",0.823,NA,510.5,72.581,81.538
"65","GAM_RUN8_AllData","TSS",0.54,NA,573,69.355,84.615
"66","GAM_RUN8_AllData","KAPPA",0.542,NA,573,69.355,84.615
"67","GBM_RUN8_AllData","ROC",0.825,NA,453.5,72.581,81.538
"68","GBM_RUN8_AllData","TSS",0.541,NA,452,72.581,81.538
"69","GBM_RUN8_AllData","KAPPA",0.542,NA,452,72.581,81.538
"70","RF_RUN8_AllData","ROC",0.825,NA,380,79.032,72.308
"71","RF_RUN8_AllData","TSS",0.513,NA,378,79.032,72.308
"72","RF_RUN8_AllData","KAPPA",0.512,NA,378,79.032,72.308
"73","GAM_RUN9_AllData","ROC",0.846,NA,659,62.903,89.231
"74","GAM_RUN9_AllData","TSS",0.521,NA,662,62.903,89.231
"75","GAM_RUN9_AllData","KAPPA",0.524,NA,662,62.903,89.231
