"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.169,0.091,0.112,0.159,0.107,0.113,0.122,0.187,0.22,0.215,0.108,0.159,0.201,0.131,0.162,0.124,0.126,0.149,0.017,0.105,0.127,0.434,0.119,0.182,0.224,0.117,0.14,0.102,0.148,0.182
"lag_sst",0.534,0.546,0.407,0.49,0.525,0.41,0.454,0.431,0.278,0.199,0.412,0.29,0.31,0.505,0.394,0.481,0.5,0.397,0.35,0.511,0.4,0.379,0.425,0.416,0.6,0.413,0.298,0.495,0.53,0.413
"int_chl",0.461,0.176,0.232,0.403,0.1,0.123,0.518,0.309,0.289,0.561,0.332,0.278,0.611,0.27,0.301,0.441,0.237,0.325,0.295,0.192,0.236,0.417,0.155,0.154,0.613,0.266,0.282,0.414,0.179,0.237
"sss",0.3,0.398,0.331,0.445,0.475,0.385,0.312,0.326,0.263,0.283,0.256,0.236,0.291,0.33,0.264,0.363,0.347,0.289,0.394,0.262,0.182,0.256,0.285,0.232,0.258,0.409,0.342,0.296,0.404,0.315
