"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.161,0.097,0.129,0.271,0.19,0.185,0.384,0.222,0.133,0.261,0.179,0.183,0.342,0.304,0.297,0.222,0.282,0.248,0.165,0.185,0.207,0.274,0.173,0.138,0.278,0.17,0.155,0.288,0.213,0.19
"lag_sst",0.25,0.155,0.155,0.39,0.206,0.183,0.205,0.188,0.214,0.282,0.148,0.191,0.13,0.06,0.111,0.206,0.096,0.15,0.028,0.073,0.132,0.208,0.141,0.2,0.151,0.113,0.138,0.271,0.123,0.176
"int_chl",0.529,0.58,0.493,0.412,0.552,0.443,0.487,0.637,0.609,0.431,0.513,0.403,0.459,0.546,0.438,0.596,0.462,0.469,0.717,0.64,0.481,0.475,0.611,0.53,0.416,0.613,0.465,0.384,0.569,0.532
"sss",0.421,0.302,0.341,0.387,0.289,0.34,0.385,0.255,0.259,0.505,0.221,0.314,0.542,0.322,0.314,0.507,0.282,0.331,0.266,0.262,0.334,0.463,0.287,0.292,0.492,0.358,0.399,0.281,0.239,0.292
