"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.297,0.243,0.296,0.399,0.299,0.351,0.294,0.259,0.314,0.369,0.262,0.283,0.321,0.278,0.349,0.231,0.175,0.28,0.249,0.216,0.313,0.284,0.234,0.288,0.334,0.3,0.341,0.231,0.211,0.286
"lag_sst",0.092,0.148,0.256,0.195,0.194,0.282,0.165,0.168,0.243,0.194,0.182,0.237,0.137,0.169,0.252,0.207,0.149,0.237,0.191,0.196,0.261,0.138,0.183,0.268,0.155,0.173,0.267,0.146,0.165,0.253
"int_chl",0.627,0.726,0.646,0.469,0.604,0.573,0.483,0.66,0.592,0.382,0.618,0.558,0.465,0.611,0.556,0.576,0.706,0.624,0.584,0.662,0.579,0.615,0.677,0.598,0.52,0.632,0.571,0.618,0.73,0.615
"sss",0.082,0.081,0.186,0.049,0.066,0.176,0.17,0.094,0.186,0.124,0.077,0.193,0.146,0.071,0.167,0.128,0.083,0.193,0.021,0.069,0.182,0.057,0.051,0.183,0.046,0.052,0.177,0.11,0.058,0.135
