"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.075,0.071,0.162,0.132,0.116,0.194,0.149,0.147,0.206,0.106,0.14,0.218,0.123,0.137,0.198,0.135,0.137,0.211,0.095,0.114,0.176,0.092,0.126,0.21,0.099,0.091,0.182,0.162,0.089,0.173
"lag_sst",0.466,0.453,0.451,0.506,0.497,0.469,0.519,0.484,0.501,0.568,0.533,0.531,0.473,0.454,0.469,0.377,0.474,0.465,0.381,0.448,0.442,0.506,0.489,0.505,0.461,0.511,0.511,0.41,0.453,0.47
"int_chl",0.408,0.419,0.4,0.314,0.376,0.383,0.295,0.347,0.377,0.299,0.354,0.35,0.353,0.407,0.399,0.375,0.412,0.403,0.359,0.413,0.417,0.375,0.372,0.382,0.418,0.383,0.357,0.371,0.44,0.401
"sss",0.03,0.067,0.149,0.034,0.059,0.138,0.028,0.039,0.112,0.014,0.033,0.11,0.066,0.064,0.139,0.119,0.046,0.134,0.143,0.054,0.134,0.03,0.057,0.139,0.026,0.05,0.148,0.022,0.049,0.146
