"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.046,0.03,0.082,0.046,0.029,0.08,0.052,0.037,0.092,0.045,0.022,0.067,0.065,0.04,0.088,0.06,0.038,0.108,0.057,0.043,0.084,0.061,0.029,0.092,0.051,0.038,0.081,0.048,0.042,0.101
"lag_sst",0.658,0.76,0.747,0.703,0.759,0.776,0.701,0.839,0.788,0.632,0.769,0.748,0.669,0.792,0.767,0.675,0.738,0.765,0.674,0.792,0.778,0.652,0.775,0.739,0.581,0.768,0.74,0.789,0.79,0.733
"int_chl",0.261,0.279,0.339,0.27,0.28,0.328,0.226,0.221,0.313,0.246,0.266,0.33,0.272,0.255,0.304,0.247,0.231,0.305,0.271,0.252,0.306,0.252,0.256,0.332,0.305,0.315,0.358,0.216,0.223,0.316
"sss",0.217,0.114,0.23,0.218,0.119,0.226,0.214,0.09,0.208,0.229,0.089,0.19,0.209,0.082,0.223,0.184,0.147,0.263,0.235,0.081,0.176,0.212,0.116,0.216,0.257,0.112,0.204,0.127,0.116,0.225
