"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.033,0.058,0.086,0.045,0.064,0.085,0.039,0.069,0.08,0.027,0.069,0.093,0.051,0.068,0.083,0.066,0.051,0.086,0.032,0.067,0.087,0.056,0.087,0.124,0.077,0.062,0.08,0.051,0.08,0.093
"lag_sst",0.464,0.438,0.374,0.494,0.353,0.369,0.575,0.446,0.376,0.574,0.503,0.433,0.521,0.392,0.36,0.398,0.283,0.311,0.482,0.294,0.29,0.369,0.341,0.358,0.635,0.397,0.409,0.495,0.355,0.304
"int_chl",0.423,0.47,0.432,0.509,0.528,0.466,0.388,0.425,0.4,0.338,0.404,0.397,0.459,0.531,0.537,0.486,0.548,0.492,0.561,0.564,0.529,0.393,0.523,0.49,0.374,0.519,0.439,0.446,0.509,0.511
"sss",0.088,0.046,0.079,0.002,0.042,0.083,0.012,0.053,0.095,0.022,0.041,0.085,0.022,0.021,0.052,0.168,0.084,0.101,0.008,0.051,0.078,0.166,0.07,0.096,0.002,0.04,0.067,0.013,0.045,0.087
