"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.211,0.143,0.166,0.195,0.201,0.252,0.255,0.098,0.124,0.231,0.136,0.168,0.262,0.103,0.11,0.396,0.352,0.296,0.278,0.114,0.154,0.28,0.11,0.121,0.407,0.21,0.195,0.397,0.23,0.21
"lag_sst",0.343,0.149,0.169,0.191,0.163,0.25,0.216,0.147,0.223,0.222,0.155,0.189,0.312,0.169,0.195,0.198,0.117,0.136,0.325,0.11,0.136,0.401,0.219,0.196,0.222,0.134,0.158,0.4,0.154,0.206
"int_chl",0.404,0.687,0.57,0.51,0.536,0.441,0.465,0.627,0.487,0.462,0.544,0.444,0.621,0.732,0.585,0.448,0.414,0.383,0.37,0.417,0.331,0.574,0.63,0.498,0.322,0.424,0.33,0.293,0.548,0.487
"sss",0.323,0.344,0.318,0.53,0.234,0.241,0.269,0.27,0.325,0.558,0.269,0.343,0.332,0.196,0.243,0.482,0.319,0.352,0.566,0.495,0.433,0.259,0.312,0.374,0.525,0.348,0.355,0.364,0.314,0.31
