"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.664,NA,12.5,100,33.333
"2","GAM_RUN1_AllData","TSS",0.333,NA,10,100,33.333
"3","GAM_RUN1_AllData","KAPPA",0.218,NA,10,100,33.333
"4","GBM_RUN1_AllData","ROC",0.76,NA,452,68.182,73.684
"5","GBM_RUN1_AllData","TSS",0.419,NA,449.5,68.182,73.684
"6","GBM_RUN1_AllData","KAPPA",0.377,NA,449.5,68.182,73.684
"7","RF_RUN1_AllData","ROC",0.789,NA,321,72.727,73.684
"8","RF_RUN1_AllData","TSS",0.464,NA,320.5,72.727,73.684
"9","RF_RUN1_AllData","KAPPA",0.492,NA,445,54.545,91.228
"10","GAM_RUN2_AllData","ROC",0.736,NA,616.5,59.091,78.947
"11","GAM_RUN2_AllData","TSS",0.38,NA,615,59.091,78.947
"12","GAM_RUN2_AllData","KAPPA",0.399,NA,781,50,87.719
"13","GBM_RUN2_AllData","ROC",0.738,NA,332,90.909,56.14
"14","GBM_RUN2_AllData","TSS",0.47,NA,331,90.909,56.14
"15","GBM_RUN2_AllData","KAPPA",0.433,NA,567,59.091,84.211
"16","RF_RUN2_AllData","ROC",0.758,NA,337,72.727,75.439
"17","RF_RUN2_AllData","TSS",0.464,NA,334,72.727,71.93
"18","RF_RUN2_AllData","KAPPA",0.426,NA,400,63.636,80.702
"19","GAM_RUN3_AllData","ROC",0.733,NA,450.5,77.273,68.421
"20","GAM_RUN3_AllData","TSS",0.439,NA,439,77.273,66.667
"21","GAM_RUN3_AllData","KAPPA",0.368,NA,439,77.273,66.667
"22","GBM_RUN3_AllData","ROC",0.744,NA,426.5,77.273,75.439
"23","GBM_RUN3_AllData","TSS",0.527,NA,425,77.273,75.439
"24","GBM_RUN3_AllData","KAPPA",0.468,NA,425,77.273,75.439
"25","RF_RUN3_AllData","ROC",0.763,NA,366,72.727,85.965
"26","RF_RUN3_AllData","TSS",0.587,NA,364,72.727,85.965
"27","RF_RUN3_AllData","KAPPA",0.571,NA,364,72.727,85.965
"28","GAM_RUN4_AllData","ROC",0.556,NA,489.5,45.455,71.93
"29","GAM_RUN4_AllData","TSS",0.174,NA,488,45.455,70.175
"30","GAM_RUN4_AllData","KAPPA",0.175,NA,667,31.818,84.211
"31","GBM_RUN4_AllData","ROC",0.657,NA,383,59.091,70.175
"32","GBM_RUN4_AllData","TSS",0.275,NA,379,59.091,68.421
"33","GBM_RUN4_AllData","KAPPA",0.244,NA,379,59.091,68.421
"34","RF_RUN4_AllData","ROC",0.725,NA,197,72.727,64.912
"35","RF_RUN4_AllData","TSS",0.37,NA,347,54.545,82.456
"36","RF_RUN4_AllData","KAPPA",0.37,NA,347,54.545,82.456
"37","GAM_RUN5_AllData","ROC",0.657,NA,599,54.545,80.702
"38","GAM_RUN5_AllData","TSS",0.349,NA,709,45.455,89.474
