"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.04,0.064,0.163,0.029,0.095,0.186,0.145,0.215,0.28,0.259,0.175,0.249,0.224,0.116,0.197,0.068,0.116,0.157,0.295,0.202,0.315,0.253,0.213,0.282,0.16,0.158,0.253,0.252,0.149,0.227
"lag_sst",0.022,0.039,0.074,0.053,0.034,0.063,0,0.085,0.087,0.047,0.041,0.064,0.172,0.056,0.097,0.002,0.037,0.05,0.234,0.069,0.076,0.092,0.053,0.074,0.049,0.083,0.097,0.161,0.055,0.089
"int_chl",0.722,0.802,0.602,0.711,0.72,0.572,0.559,0.497,0.427,0.479,0.617,0.566,0.535,0.701,0.555,0.77,0.853,0.66,0.459,0.647,0.559,0.541,0.63,0.508,0.586,0.664,0.595,0.531,0.585,0.497
"sss",0.256,0.155,0.122,0.29,0.222,0.166,0.286,0.112,0.138,0.332,0.145,0.143,0.359,0.152,0.122,0.198,0.145,0.137,0.372,0.136,0.13,0.338,0.112,0.114,0.211,0.13,0.129,0.383,0.142,0.133
