"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.705,NA,494.5,61.017,70.968
"2","GAM_RUN1_AllData","TSS",0.32,NA,495,61.017,70.968
"3","GAM_RUN1_AllData","KAPPA",0.289,NA,495,61.017,70.968
"4","GBM_RUN1_AllData","ROC",0.836,NA,406.5,83.051,74.194
"5","GBM_RUN1_AllData","TSS",0.572,NA,408,83.051,74.194
"6","GBM_RUN1_AllData","KAPPA",0.564,NA,408,83.051,74.194
"7","RF_RUN1_AllData","ROC",0.83,NA,505,81.356,74.194
"8","RF_RUN1_AllData","TSS",0.555,NA,504,81.356,74.194
"9","RF_RUN1_AllData","KAPPA",0.543,NA,504,81.356,74.194
"10","GAM_RUN2_AllData","ROC",0.784,NA,529.5,64.407,83.871
"11","GAM_RUN2_AllData","TSS",0.483,NA,530,64.407,83.871
"12","GAM_RUN2_AllData","KAPPA",0.454,NA,303,88.136,51.613
"13","GBM_RUN2_AllData","ROC",0.867,NA,341.5,89.831,70.968
"14","GBM_RUN2_AllData","TSS",0.608,NA,342,89.831,70.968
"15","GBM_RUN2_AllData","KAPPA",0.622,NA,342,89.831,70.968
"16","RF_RUN2_AllData","ROC",0.879,NA,451,88.136,74.194
"17","RF_RUN2_AllData","TSS",0.623,NA,448.5,88.136,74.194
"18","RF_RUN2_AllData","KAPPA",0.639,NA,348,93.22,67.742
"19","GAM_RUN3_AllData","ROC",0.878,NA,359,86.441,77.419
"20","GAM_RUN3_AllData","TSS",0.639,NA,358,86.441,77.419
"21","GAM_RUN3_AllData","KAPPA",0.634,NA,358,86.441,77.419
"22","GBM_RUN3_AllData","ROC",0.858,NA,514,89.831,74.194
"23","GBM_RUN3_AllData","TSS",0.64,NA,517,89.831,74.194
"24","GBM_RUN3_AllData","KAPPA",0.65,NA,517,89.831,74.194
"25","RF_RUN3_AllData","ROC",0.887,NA,703,83.051,87.097
"26","RF_RUN3_AllData","TSS",0.701,NA,703,83.051,87.097
"27","RF_RUN3_AllData","KAPPA",0.673,NA,594,91.525,74.194
"28","GAM_RUN4_AllData","ROC",0.853,NA,290,91.525,64.516
"29","GAM_RUN4_AllData","TSS",0.56,NA,289,91.525,64.516
"30","GAM_RUN4_AllData","KAPPA",0.587,NA,289,91.525,64.516
"31","GBM_RUN4_AllData","ROC",0.813,NA,377,89.831,58.065
"32","GBM_RUN4_AllData","TSS",0.479,NA,375,89.831,58.065
"33","GBM_RUN4_AllData","KAPPA",0.506,NA,375,89.831,58.065
"34","RF_RUN4_AllData","ROC",0.829,NA,606,81.356,70.968
"35","RF_RUN4_AllData","TSS",0.523,NA,607,81.356,70.968
"36","RF_RUN4_AllData","KAPPA",0.52,NA,404,93.22,54.839
"37","GAM_RUN5_AllData","ROC",0.856,NA,258,93.22,67.742
"38","GAM_RUN5_AllData","TSS",0.61,NA,262,93.22,67.742
"39","GAM_RUN5_AllData","KAPPA",0.639,NA,262,93.22,67.742
"40","GBM_RUN5_AllData","ROC",0.815,NA,719,69.492,87.097
