"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.163,0.121,0.161,0.153,0.068,0.122,0.108,0.051,0.111,0.163,0.108,0.15,0.154,0.126,0.176,0.113,0.075,0.114,0.178,0.075,0.134,0.094,0.092,0.172,0.114,0.064,0.114,0.091,0.08,0.134
"lag_sst",0.114,0.066,0.152,0.072,0.037,0.146,0.114,0.044,0.147,0.139,0.091,0.212,0.211,0.137,0.205,0.14,0.087,0.156,0.122,0.075,0.162,0.038,0.037,0.161,0.053,0.045,0.115,0.092,0.089,0.195
"int_chl",0.651,0.731,0.721,0.664,0.763,0.757,0.633,0.826,0.761,0.619,0.757,0.719,0.643,0.683,0.666,0.743,0.844,0.783,0.626,0.774,0.79,0.629,0.693,0.681,0.742,0.849,0.766,0.603,0.782,0.729
"sss",0.267,0.193,0.213,0.275,0.23,0.222,0.368,0.245,0.255,0.27,0.19,0.276,0.243,0.133,0.185,0.235,0.177,0.22,0.364,0.21,0.23,0.352,0.217,0.24,0.269,0.199,0.248,0.351,0.16,0.175
