"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.766,NA,514.5,73.529,67.323
"2","GAM_RUN1_AllData","TSS",0.405,NA,507,73.529,66.929
"3","GAM_RUN1_AllData","KAPPA",0.39,NA,723,48.529,88.189
"4","GBM_RUN1_AllData","ROC",0.81,NA,294,92.647,59.843
"5","GBM_RUN1_AllData","TSS",0.514,NA,295,92.647,59.843
"6","GBM_RUN1_AllData","KAPPA",0.361,NA,630,51.471,85.433
"7","RF_RUN1_AllData","ROC",0.821,NA,93,94.118,53.937
"8","RF_RUN1_AllData","TSS",0.481,NA,93,94.118,53.937
"9","RF_RUN1_AllData","KAPPA",0.429,NA,399,50,90.551
"10","GAM_RUN2_AllData","ROC",0.822,NA,547.5,75,75.984
"11","GAM_RUN2_AllData","TSS",0.506,NA,545,75,75.591
"12","GAM_RUN2_AllData","KAPPA",0.422,NA,646,58.824,85.433
"13","GBM_RUN2_AllData","ROC",0.846,NA,368.5,88.235,68.11
"14","GBM_RUN2_AllData","TSS",0.56,NA,363,88.235,67.717
"15","GBM_RUN2_AllData","KAPPA",0.447,NA,606,57.353,88.583
"16","RF_RUN2_AllData","ROC",0.852,NA,151,85.294,68.898
"17","RF_RUN2_AllData","TSS",0.539,NA,163,83.824,70.079
"18","RF_RUN2_AllData","KAPPA",0.492,NA,430.5,48.529,94.882
"19","GAM_RUN3_AllData","ROC",0.745,NA,497.5,72.059,71.26
"20","GAM_RUN3_AllData","TSS",0.433,NA,499,72.059,71.26
"21","GAM_RUN3_AllData","KAPPA",0.342,NA,589,61.765,77.953
"22","GBM_RUN3_AllData","ROC",0.829,NA,315,86.765,67.717
"23","GBM_RUN3_AllData","TSS",0.545,NA,314,86.765,67.323
"24","GBM_RUN3_AllData","KAPPA",0.455,NA,523,70.588,81.496
"25","RF_RUN3_AllData","ROC",0.85,NA,173,86.765,68.898
"26","RF_RUN3_AllData","TSS",0.557,NA,172,86.765,68.11
"27","RF_RUN3_AllData","KAPPA",0.522,NA,352,61.765,89.764
"28","GAM_RUN4_AllData","ROC",0.817,NA,454.5,85.294,70.472
"29","GAM_RUN4_AllData","TSS",0.55,NA,451,85.294,69.685
"30","GAM_RUN4_AllData","KAPPA",0.461,NA,602,67.647,83.465
"31","GBM_RUN4_AllData","ROC",0.847,NA,400,85.294,75.591
"32","GBM_RUN4_AllData","TSS",0.609,NA,398,85.294,75.591
"33","GBM_RUN4_AllData","KAPPA",0.476,NA,398,85.294,75.591
"34","RF_RUN4_AllData","ROC",0.859,NA,203,82.353,77.953
"35","RF_RUN4_AllData","TSS",0.603,NA,202,82.353,77.953
"36","RF_RUN4_AllData","KAPPA",0.504,NA,248,75,82.677
