"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.755,NA,500,66.667,84.337
"2","GAM_RUN1_AllData","TSS",0.51,NA,495,66.667,84.337
"3","GAM_RUN1_AllData","KAPPA",0.341,NA,495,66.667,84.337
"4","GBM_RUN1_AllData","ROC",0.909,NA,248,100,79.518
"5","GBM_RUN1_AllData","TSS",0.795,NA,250,100,79.518
"6","GBM_RUN1_AllData","KAPPA",0.507,NA,559,55.556,95.181
"7","RF_RUN1_AllData","ROC",0.914,NA,127,88.889,84.337
"8","RF_RUN1_AllData","TSS",0.72,NA,122,88.889,81.928
"9","RF_RUN1_AllData","KAPPA",0.676,NA,359,66.667,97.59
"10","GAM_RUN2_AllData","ROC",0.857,NA,559.5,66.667,90.361
"11","GAM_RUN2_AllData","TSS",0.57,NA,556,66.667,90.361
"12","GAM_RUN2_AllData","KAPPA",0.59,NA,874,55.556,97.59
"13","GBM_RUN2_AllData","ROC",0.853,NA,284,77.778,86.747
"14","GBM_RUN2_AllData","TSS",0.645,NA,284,77.778,86.747
"15","GBM_RUN2_AllData","KAPPA",0.457,NA,328,66.667,90.361
"16","RF_RUN2_AllData","ROC",0.811,NA,193,77.778,84.337
"17","RF_RUN2_AllData","TSS",0.621,NA,191,77.778,84.337
"18","RF_RUN2_AllData","KAPPA",0.546,NA,337,55.556,96.386
"19","GAM_RUN3_AllData","ROC",0.612,NA,977.5,33.333,93.976
"20","GAM_RUN3_AllData","TSS",0.273,NA,975,33.333,93.976
"21","GAM_RUN3_AllData","KAPPA",0.287,NA,975,33.333,93.976
"22","GBM_RUN3_AllData","ROC",0.732,NA,78.5,100,45.783
"23","GBM_RUN3_AllData","TSS",0.399,NA,344,55.556,84.337
"24","GBM_RUN3_AllData","KAPPA",0.276,NA,344,55.556,84.337
"25","RF_RUN3_AllData","ROC",0.828,NA,57,88.889,69.88
"26","RF_RUN3_AllData","TSS",0.585,NA,127,77.778,80.723
"27","RF_RUN3_AllData","KAPPA",0.417,NA,407.5,44.444,95.181
"28","GAM_RUN4_AllData","ROC",0.62,NA,857.5,33.333,91.566
"29","GAM_RUN4_AllData","TSS",0.249,NA,853.5,33.333,91.566
"30","GAM_RUN4_AllData","KAPPA",0.237,NA,853.5,33.333,91.566
"31","GBM_RUN4_AllData","ROC",0.662,NA,445,55.556,91.566
"32","GBM_RUN4_AllData","TSS",0.471,NA,445,55.556,91.566
"33","GBM_RUN4_AllData","KAPPA",0.41,NA,445,55.556,91.566
"34","RF_RUN4_AllData","ROC",0.714,NA,164,55.556,87.952
"35","RF_RUN4_AllData","TSS",0.435,NA,165,55.556,87.952
"36","RF_RUN4_AllData","KAPPA",0.34,NA,737,22.222,100
"37","GAM_RUN5_AllData","ROC",0.643,NA,18.5,44.444,86.747
"38","GAM_RUN5_AllData","TSS",0.312,NA,20,44.444,86.747
"39","GAM_RUN5_AllData","KAPPA",0.24,NA,20,44.444,86.747
"40","GBM_RUN5_AllData","ROC",0.841,NA,128,100,67.47
"41","GBM_RUN5_AllData","TSS",0.663,NA,126,100,66.265
"42","GBM_RUN5_AllData","KAPPA",0.34,NA,636,22.222,100
"43","RF_RUN5_AllData","ROC",0.826,NA,23,100,53.012
"44","RF_RUN5_AllData","TSS",0.53,NA,23,100,53.012
"45","RF_RUN5_AllData","KAPPA",0.474,NA,361,33.333,100
"46","GAM_RUN6_AllData","ROC",0.724,NA,500,55.556,89.157
"47","GAM_RUN6_AllData","TSS",0.447,NA,495,55.556,89.157
"48","GAM_RUN6_AllData","KAPPA",0.358,NA,495,55.556,89.157
"49","GBM_RUN6_AllData","ROC",0.908,NA,223.5,88.889,84.337
"50","GBM_RUN6_AllData","TSS",0.732,NA,224,88.889,84.337
"51","GBM_RUN6_AllData","KAPPA",0.539,NA,714,44.444,98.795
"52","RF_RUN6_AllData","ROC",0.88,NA,303,66.667,95.181
"53","RF_RUN6_AllData","TSS",0.618,NA,301.5,66.667,95.181
"54","RF_RUN6_AllData","KAPPA",0.591,NA,538,44.444,100
"55","GAM_RUN7_AllData","ROC",0.685,NA,902.5,44.444,93.976
"56","GAM_RUN7_AllData","TSS",0.384,NA,899,44.444,93.976
"57","GAM_RUN7_AllData","KAPPA",0.384,NA,899,44.444,93.976
"58","GBM_RUN7_AllData","ROC",0.795,NA,362,55.556,92.771
"59","GBM_RUN7_AllData","TSS",0.483,NA,362,55.556,92.771
"60","GBM_RUN7_AllData","KAPPA",0.44,NA,362,55.556,92.771
"61","RF_RUN7_AllData","ROC",0.774,NA,368,55.556,97.59
"62","RF_RUN7_AllData","TSS",0.531,NA,366,55.556,97.59
"63","RF_RUN7_AllData","KAPPA",0.59,NA,366,55.556,97.59
"64","GAM_RUN8_AllData","ROC",0.621,NA,956,33.333,93.976
"65","GAM_RUN8_AllData","TSS",0.273,NA,954.5,33.333,93.976
