"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.145,0.101,0.235,0.218,0.096,0.169,0.064,0.077,0.126,0.216,0.073,0.145,0.121,0.065,0.162,0.158,0.066,0.153,0.205,0.071,0.105,0.096,0.101,0.199,0.115,0.072,0.182,0.124,0.102,0.243
"lag_sst",0.263,0.262,0.302,0.27,0.256,0.278,0.206,0.189,0.259,0.31,0.334,0.358,0.253,0.252,0.319,0.309,0.302,0.334,0.245,0.247,0.31,0.304,0.279,0.303,0.36,0.264,0.29,0.174,0.161,0.245
"int_chl",0.72,0.766,0.729,0.72,0.793,0.765,0.79,0.791,0.745,0.693,0.692,0.679,0.623,0.744,0.689,0.696,0.753,0.717,0.693,0.752,0.719,0.73,0.752,0.633,0.743,0.792,0.722,0.769,0.8,0.72
"sss",0.187,0.186,0.24,0.204,0.151,0.201,0.123,0.132,0.241,0.18,0.122,0.25,0.178,0.171,0.262,0.125,0.127,0.223,0.134,0.112,0.23,0.156,0.191,0.245,0.156,0.101,0.187,0.162,0.173,0.229
