"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.159,0.175,0.234,0.115,0.113,0.19,0.17,0.172,0.23,0.188,0.168,0.22,0.158,0.173,0.188,0.156,0.184,0.202,0.145,0.182,0.209,0.185,0.215,0.248,0.239,0.266,0.264,0.134,0.216,0.234
"lag_sst",0.436,0.42,0.44,0.398,0.471,0.463,0.443,0.48,0.52,0.323,0.41,0.445,0.435,0.447,0.534,0.511,0.515,0.569,0.308,0.466,0.497,0.455,0.439,0.495,0.405,0.422,0.465,0.298,0.384,0.465
"int_chl",0.387,0.415,0.341,0.303,0.388,0.338,0.301,0.324,0.276,0.309,0.4,0.329,0.37,0.453,0.347,0.317,0.386,0.342,0.268,0.34,0.277,0.353,0.394,0.313,0.3,0.335,0.295,0.387,0.373,0.327
"sss",0.029,0.05,0.16,0.28,0.11,0.259,0.146,0.074,0.18,0.222,0.1,0.239,0.056,0.025,0.15,0.016,0.049,0.193,0.296,0.08,0.19,0.056,0.041,0.185,0.064,0.073,0.244,0.2,0.085,0.194
