"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.291,0.104,0.116,0.343,0.034,0.127,0.701,0.102,0.172,0.496,0.016,0.111,0.331,0.026,0.104,0.403,0.067,0.137,0.322,0.061,0.117,0.399,0.098,0.169,0.464,0.061,0.066,0.461,0.07,0.137
"lag_sst",0.294,0.054,0.067,0.207,0.108,0.07,0.499,0.158,0.127,0.297,0.11,0.065,0.277,0.158,0.087,0.284,0.205,0.095,0.264,0.09,0.063,0.362,0.136,0.115,0.493,0.24,0.15,0.383,0.222,0.176
"int_chl",0.627,0.749,0.705,0.675,0.756,0.712,0.637,0.782,0.78,0.627,0.862,0.715,0.756,0.806,0.658,0.711,0.738,0.663,0.827,0.766,0.739,0.652,0.725,0.626,0.659,0.752,0.714,0.607,0.644,0.601
"sss",0.51,0.248,0.199,0.654,0.244,0.212,0.545,0.108,0.114,0.516,0.183,0.178,0.467,0.235,0.172,0.433,0.198,0.136,0.528,0.321,0.223,0.481,0.211,0.136,0.488,0.22,0.172,0.553,0.216,0.179
