"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.843,NA,483.5,93.75,71.29
"2","GAM_RUN1_AllData","TSS",0.65,NA,484,93.75,71.29
"3","GAM_RUN1_AllData","KAPPA",0.313,NA,651,75,80
"4","GBM_RUN1_AllData","ROC",0.905,NA,272.5,96.875,70.968
"5","GBM_RUN1_AllData","TSS",0.675,NA,270,96.875,70.645
"6","GBM_RUN1_AllData","KAPPA",0.49,NA,572,65.625,92.258
"7","RF_RUN1_AllData","ROC",0.899,NA,147,81.25,85.484
"8","RF_RUN1_AllData","TSS",0.664,NA,143,81.25,85.161
"9","RF_RUN1_AllData","KAPPA",0.456,NA,286,43.75,96.452
"10","GAM_RUN2_AllData","ROC",0.794,NA,524,65.625,81.935
"11","GAM_RUN2_AllData","TSS",0.466,NA,506,65.625,80.968
"12","GAM_RUN2_AllData","KAPPA",0.301,NA,901,31.25,95.484
"13","GBM_RUN2_AllData","ROC",0.827,NA,281,71.875,78.71
"14","GBM_RUN2_AllData","TSS",0.506,NA,277,71.875,78.387
"15","GBM_RUN2_AllData","KAPPA",0.358,NA,712,34.375,96.452
"16","RF_RUN2_AllData","ROC",0.825,NA,67,78.125,71.29
"17","RF_RUN2_AllData","TSS",0.491,NA,65,78.125,70.968
"18","RF_RUN2_AllData","KAPPA",0.367,NA,513.5,31.25,97.742
"19","GAM_RUN3_AllData","ROC",0.844,NA,600.5,90.625,78.71
"20","GAM_RUN3_AllData","TSS",0.687,NA,591,90.625,78.065
"21","GAM_RUN3_AllData","KAPPA",0.372,NA,645,84.375,80.968
"22","GBM_RUN3_AllData","ROC",0.876,NA,374,87.5,79.032
"23","GBM_RUN3_AllData","TSS",0.665,NA,374,87.5,79.032
"24","GBM_RUN3_AllData","KAPPA",0.469,NA,600,62.5,92.258
"25","RF_RUN3_AllData","ROC",0.89,NA,99,90.625,75.161
"26","RF_RUN3_AllData","TSS",0.655,NA,94,90.625,73.871
"27","RF_RUN3_AllData","KAPPA",0.516,NA,226,65.625,92.903
"28","GAM_RUN4_AllData","ROC",0.766,NA,257.5,87.5,61.613
"29","GAM_RUN4_AllData","TSS",0.485,NA,247.5,87.5,60.968
"30","GAM_RUN4_AllData","KAPPA",0.232,NA,662,56.25,81.29
"31","GBM_RUN4_AllData","ROC",0.778,NA,223,71.875,72.258
"32","GBM_RUN4_AllData","TSS",0.441,NA,221,71.875,71.935
