"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.154,0.111,0.137,0.288,0.097,0.138,0.067,0.1,0.147,0.224,0.108,0.133,0.101,0.098,0.14,0.187,0.132,0.186,0.12,0.077,0.13,0.143,0.06,0.086,0.271,0.137,0.14,0.065,0.064,0.084
"lag_sst",0.623,0.509,0.44,0.557,0.498,0.416,0.447,0.411,0.318,0.264,0.543,0.387,0.416,0.372,0.289,0.601,0.554,0.413,0.569,0.572,0.418,0.493,0.421,0.376,0.298,0.384,0.309,0.434,0.414,0.338
"int_chl",0.618,0.198,0.235,0.372,0.161,0.174,0.321,0.154,0.19,0.485,0.234,0.295,0.506,0.228,0.225,0.445,0.129,0.135,0.34,0.068,0.1,0.577,0.327,0.354,0.434,0.374,0.376,0.422,0.223,0.232
"sss",0.168,0.301,0.245,0.4,0.401,0.326,0.384,0.423,0.344,0.349,0.337,0.269,0.278,0.365,0.283,0.255,0.484,0.398,0.498,0.518,0.468,0.291,0.366,0.234,0.453,0.412,0.313,0.312,0.331,0.271
