"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.867,NA,434,90.625,71.29
"2","GAM_RUN1_AllData","TSS",0.616,NA,428,90.625,70.968
"3","GAM_RUN1_AllData","KAPPA",0.41,NA,657,75,85.806
"4","GBM_RUN1_AllData","ROC",0.88,NA,312,87.5,77.742
"5","GBM_RUN1_AllData","TSS",0.646,NA,306,87.5,77.097
"6","GBM_RUN1_AllData","KAPPA",0.456,NA,601,59.375,92.581
"7","RF_RUN1_AllData","ROC",0.857,NA,61,90.625,68.71
"8","RF_RUN1_AllData","TSS",0.575,NA,64,87.5,69.677
"9","RF_RUN1_AllData","KAPPA",0.402,NA,183,56.25,91.29
"10","GAM_RUN2_AllData","ROC",0.823,NA,256,96.875,55.484
"11","GAM_RUN2_AllData","TSS",0.52,NA,249,96.875,55.161
"12","GAM_RUN2_AllData","KAPPA",0.32,NA,772,59.375,86.129
"13","GBM_RUN2_AllData","ROC",0.832,NA,346.5,78.125,73.871
"14","GBM_RUN2_AllData","TSS",0.517,NA,342,78.125,73.226
"15","GBM_RUN2_AllData","KAPPA",0.435,NA,735,43.75,96.129
"16","RF_RUN2_AllData","ROC",0.805,NA,161,68.75,82.258
"17","RF_RUN2_AllData","TSS",0.51,NA,160,68.75,81.935
"18","RF_RUN2_AllData","KAPPA",0.351,NA,264,50,90.968
"19","GAM_RUN3_AllData","ROC",0.814,NA,392.5,90.625,62.581
"20","GAM_RUN3_AllData","TSS",0.529,NA,569.5,81.25,71.613
"21","GAM_RUN3_AllData","KAPPA",0.307,NA,734,56.25,86.452
"22","GBM_RUN3_AllData","ROC",0.881,NA,359,90.625,76.774
"23","GBM_RUN3_AllData","TSS",0.668,NA,353,90.625,76.129
"24","GBM_RUN3_AllData","KAPPA",0.409,NA,574,59.375,90.645
"25","RF_RUN3_AllData","ROC",0.909,NA,84,96.875,72.581
"26","RF_RUN3_AllData","TSS",0.695,NA,84,96.875,72.581
"27","RF_RUN3_AllData","KAPPA",0.461,NA,403,40.625,97.742
"28","GAM_RUN4_AllData","ROC",0.864,NA,230,100,61.935
