"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.894,NA,491.5,92.045,76.611
"2","GAM_RUN1_AllData","TSS",0.687,NA,493,92.045,76.611
"3","GAM_RUN1_AllData","KAPPA",0.527,NA,661,75,86.158
"4","GBM_RUN1_AllData","ROC",0.9,NA,407.5,92.045,79.952
"5","GBM_RUN1_AllData","TSS",0.72,NA,407,92.045,79.714
"6","GBM_RUN1_AllData","KAPPA",0.535,NA,407,92.045,79.714
"7","RF_RUN1_AllData","ROC",0.915,NA,141,92.045,79.475
"8","RF_RUN1_AllData","TSS",0.713,NA,146,90.909,79.714
"9","RF_RUN1_AllData","KAPPA",0.566,NA,351,68.182,90.931
"10","GAM_RUN2_AllData","ROC",0.878,NA,462,90.909,77.327
"11","GAM_RUN2_AllData","TSS",0.682,NA,465,90.909,77.327
"12","GAM_RUN2_AllData","KAPPA",0.504,NA,697,64.773,88.783
"13","GBM_RUN2_AllData","ROC",0.897,NA,323.5,92.045,76.134
"14","GBM_RUN2_AllData","TSS",0.678,NA,334,90.909,76.85
"15","GBM_RUN2_AllData","KAPPA",0.525,NA,617,67.045,89.021
"16","RF_RUN2_AllData","ROC",0.894,NA,199,84.091,81.862
"17","RF_RUN2_AllData","TSS",0.657,NA,192,84.091,81.623
"18","RF_RUN2_AllData","KAPPA",0.575,NA,365,63.636,93.079
"19","GAM_RUN3_AllData","ROC",0.852,NA,430,94.318,69.212
"20","GAM_RUN3_AllData","TSS",0.633,NA,423,94.318,68.974
"21","GAM_RUN3_AllData","KAPPA",0.436,NA,605,79.545,78.282
"22","GBM_RUN3_AllData","ROC",0.882,NA,490.5,85.227,80.43
"23","GBM_RUN3_AllData","TSS",0.657,NA,491,85.227,80.43
"24","GBM_RUN3_AllData","KAPPA",0.521,NA,654,67.045,89.021
"25","RF_RUN3_AllData","ROC",0.89,NA,185,88.636,77.804
"26","RF_RUN3_AllData","TSS",0.653,NA,187,87.5,77.804
"27","RF_RUN3_AllData","KAPPA",0.554,NA,420,59.091,93.556
"28","GAM_RUN4_AllData","ROC",0.862,NA,462.5,88.636,71.838
"29","GAM_RUN4_AllData","TSS",0.6,NA,460,88.636,70.406
"30","GAM_RUN4_AllData","KAPPA",0.452,NA,760,60.227,88.067
"31","GBM_RUN4_AllData","ROC",0.872,NA,478.5,85.227,78.998
"32","GBM_RUN4_AllData","TSS",0.642,NA,477,85.227,78.998
"33","GBM_RUN4_AllData","KAPPA",0.48,NA,477,85.227,78.998
"34","RF_RUN4_AllData","ROC",0.874,NA,129,88.636,72.792
"35","RF_RUN4_AllData","TSS",0.614,NA,129,88.636,72.792
"36","RF_RUN4_AllData","KAPPA",0.496,NA,480,51.136,94.272
"37","GAM_RUN5_AllData","ROC",0.878,NA,473.5,92.045,75.418
"38","GAM_RUN5_AllData","TSS",0.675,NA,473,92.045,75.418
"39","GAM_RUN5_AllData","KAPPA",0.515,NA,665,73.864,85.68
"40","GBM_RUN5_AllData","ROC",0.891,NA,490,90.909,79.236
"41","GBM_RUN5_AllData","TSS",0.7,NA,433,93.182,76.85
"42","GBM_RUN5_AllData","KAPPA",0.548,NA,684,67.045,90.453
"43","RF_RUN5_AllData","ROC",0.893,NA,137,94.318,74.224
"44","RF_RUN5_AllData","TSS",0.685,NA,168,90.909,77.566
"45","RF_RUN5_AllData","KAPPA",0.511,NA,266,73.864,85.442
"46","GAM_RUN6_AllData","ROC",0.908,NA,432.5,97.727,72.554
"47","GAM_RUN6_AllData","TSS",0.698,NA,429,97.727,72.076
"48","GAM_RUN6_AllData","KAPPA",0.541,NA,778,63.636,91.408
"49","GBM_RUN6_AllData","ROC",0.904,NA,421.5,92.045,77.566
"50","GBM_RUN6_AllData","TSS",0.696,NA,421,92.045,77.566
"51","GBM_RUN6_AllData","KAPPA",0.541,NA,565,78.409,85.442
"52","RF_RUN6_AllData","ROC",0.885,NA,122,90.909,73.508
"53","RF_RUN6_AllData","TSS",0.637,NA,115,90.909,72.792
"54","RF_RUN6_AllData","KAPPA",0.524,NA,365,69.318,88.305
"55","GAM_RUN7_AllData","ROC",0.85,NA,458.5,89.773,71.122
"56","GAM_RUN7_AllData","TSS",0.606,NA,432,90.909,69.69
"57","GAM_RUN7_AllData","KAPPA",0.457,NA,744,60.227,88.305
"58","GBM_RUN7_AllData","ROC",0.875,NA,314,94.318,69.69
"59","GBM_RUN7_AllData","TSS",0.638,NA,306.5,94.318,69.451
"60","GBM_RUN7_AllData","KAPPA",0.491,NA,677,63.636,88.783
"61","RF_RUN7_AllData","ROC",0.894,NA,132,93.182,73.27
"62","RF_RUN7_AllData","TSS",0.66,NA,126,93.182,72.792
"63","RF_RUN7_AllData","KAPPA",0.561,NA,377,68.182,90.692
"64","GAM_RUN8_AllData","ROC",0.887,NA,434,92.045,73.508
"65","GAM_RUN8_AllData","TSS",0.656,NA,430,92.045,73.508
"66","GAM_RUN8_AllData","KAPPA",0.491,NA,811,50,94.272
"67","GBM_RUN8_AllData","ROC",0.9,NA,443,92.045,79.714
"68","GBM_RUN8_AllData","TSS",0.715,NA,434.5,92.045,79.475
"69","GBM_RUN8_AllData","KAPPA",0.528,NA,434.5,92.045,79.475
"70","RF_RUN8_AllData","ROC",0.898,NA,125,94.318,71.599
"71","RF_RUN8_AllData","TSS",0.657,NA,123,94.318,71.36
"72","RF_RUN8_AllData","KAPPA",0.568,NA,399,65.909,91.885
"73","GAM_RUN9_AllData","ROC",0.862,NA,610,82.955,78.52
"74","GAM_RUN9_AllData","TSS",0.612,NA,605,82.955,78.282
"75","GAM_RUN9_AllData","KAPPA",0.487,NA,737,65.909,87.351
"76","GBM_RUN9_AllData","ROC",0.87,NA,318.5,94.318,70.883
"77","GBM_RUN9_AllData","TSS",0.65,NA,314,94.318,70.644
"78","GBM_RUN9_AllData","KAPPA",0.499,NA,666,67.045,87.589
"79","RF_RUN9_AllData","ROC",0.882,NA,291,79.545,83.771
"80","RF_RUN9_AllData","TSS",0.628,NA,285,79.545,83.294
"81","RF_RUN9_AllData","KAPPA",0.546,NA,384,70.455,89.021
"82","GAM_RUN10_AllData","ROC",0.899,NA,494.5,92.045,75.179
"83","GAM_RUN10_AllData","TSS",0.672,NA,493,92.045,74.94
"84","GAM_RUN10_AllData","KAPPA",0.507,NA,691,70.455,86.635
"85","GBM_RUN10_AllData","ROC",0.9,NA,352,95.455,73.508
"86","GBM_RUN10_AllData","TSS",0.69,NA,351,95.455,73.27
"87","GBM_RUN10_AllData","KAPPA",0.505,NA,684,60.227,90.931
"88","RF_RUN10_AllData","ROC",0.907,NA,167,90.909,78.043
"89","RF_RUN10_AllData","TSS",0.69,NA,167,90.909,78.043
"90","RF_RUN10_AllData","KAPPA",0.564,NA,363,64.773,92.124
