"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.015,0.028,0.05,0.132,0.09,0.099,0.053,0.096,0.108,0.154,0.093,0.108,0.037,0.058,0.073,0.012,0.048,0.078,0.035,0.064,0.085,0.01,0.047,0.069,0.007,0.055,0.07,0.037,0.06,0.077
"lag_sst",0.381,0.384,0.323,0.387,0.371,0.318,0.457,0.331,0.355,0.539,0.455,0.398,0.468,0.396,0.342,0.629,0.483,0.432,0.54,0.45,0.36,0.517,0.384,0.325,0.552,0.428,0.369,0.391,0.44,0.398
"int_chl",0.49,0.556,0.545,0.436,0.509,0.509,0.506,0.53,0.495,0.278,0.413,0.425,0.429,0.504,0.482,0.413,0.461,0.457,0.476,0.48,0.462,0.466,0.531,0.521,0.439,0.502,0.469,0.43,0.432,0.426
"sss",0.121,0.038,0.085,0.188,0.032,0.078,0.016,0.058,0.081,0.208,0.067,0.11,0.062,0.042,0.068,0.012,0.021,0.054,0.001,0.04,0.092,0.001,0.036,0.077,0.005,0.023,0.056,0.171,0.045,0.095
