"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.117,0.033,0.158,0.101,0.023,0.14,0.258,0.081,0.121,0.156,0.012,0.142,0.18,0.042,0.157,0.172,0.05,0.123,0.188,0.062,0.156,0.186,0.093,0.16,0.154,0.028,0.139,0.094,0.038,0.131
"lag_sst",0.292,0.161,0.437,0.303,0.324,0.492,0.271,0.232,0.471,0.285,0.37,0.446,0.322,0.22,0.516,0.314,0.245,0.584,0.288,0.269,0.544,0.297,0.293,0.514,0.356,0.308,0.469,0.309,0.211,0.455
"int_chl",0.436,0.525,0.541,0.45,0.596,0.597,0.348,0.524,0.531,0.516,0.559,0.635,0.435,0.568,0.569,0.379,0.495,0.547,0.439,0.542,0.495,0.427,0.634,0.567,0.477,0.673,0.639,0.452,0.497,0.454
"sss",0.41,0.334,0.273,0.342,0.223,0.269,0.424,0.253,0.264,0.341,0.241,0.295,0.397,0.299,0.24,0.408,0.339,0.282,0.299,0.244,0.248,0.383,0.246,0.268,0.342,0.172,0.258,0.371,0.385,0.347
