"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.785,NA,465,85.294,64.173
"2","GAM_RUN1_AllData","TSS",0.495,NA,465,85.294,64.173
"3","GAM_RUN1_AllData","KAPPA",0.386,NA,586,70.588,76.378
"4","GBM_RUN1_AllData","ROC",0.83,NA,524,80.882,77.165
"5","GBM_RUN1_AllData","TSS",0.58,NA,522,80.882,76.772
"6","GBM_RUN1_AllData","KAPPA",0.474,NA,618,66.176,85.039
"7","RF_RUN1_AllData","ROC",0.84,NA,269,80.882,78.346
"8","RF_RUN1_AllData","TSS",0.592,NA,268,80.882,77.559
"9","RF_RUN1_AllData","KAPPA",0.489,NA,394,61.765,88.189
"10","GAM_RUN2_AllData","ROC",0.812,NA,573.5,79.412,75.984
"11","GAM_RUN2_AllData","TSS",0.55,NA,571,79.412,75.591
"12","GAM_RUN2_AllData","KAPPA",0.437,NA,571,79.412,75.591
"13","GBM_RUN2_AllData","ROC",0.858,NA,439,88.235,68.504
"14","GBM_RUN2_AllData","TSS",0.56,NA,545,76.471,79.134
"15","GBM_RUN2_AllData","KAPPA",0.489,NA,683,52.941,92.52
"16","RF_RUN2_AllData","ROC",0.863,NA,298,76.471,82.677
"17","RF_RUN2_AllData","TSS",0.588,NA,292,76.471,81.496
"18","RF_RUN2_AllData","KAPPA",0.529,NA,411,55.882,93.307
"19","GAM_RUN3_AllData","ROC",0.771,NA,423,82.353,64.961
"20","GAM_RUN3_AllData","TSS",0.465,NA,417,82.353,63.78
"21","GAM_RUN3_AllData","KAPPA",0.361,NA,735,42.647,90.157
"22","GBM_RUN3_AllData","ROC",0.812,NA,298.5,86.765,61.024
"23","GBM_RUN3_AllData","TSS",0.478,NA,297,86.765,61.024
"24","GBM_RUN3_AllData","KAPPA",0.435,NA,583,54.412,88.189
"25","RF_RUN3_AllData","ROC",0.836,NA,147,89.706,66.142
"26","RF_RUN3_AllData","TSS",0.556,NA,151,88.235,67.323
"27","RF_RUN3_AllData","KAPPA",0.454,NA,265,72.059,80.709
"28","GAM_RUN4_AllData","ROC",0.818,NA,533,82.353,75.984
"29","GAM_RUN4_AllData","TSS",0.58,NA,547,80.882,77.165
"30","GAM_RUN4_AllData","KAPPA",0.467,NA,547,80.882,77.165
"31","GBM_RUN4_AllData","ROC",0.841,NA,494,77.941,77.953
"32","GBM_RUN4_AllData","TSS",0.559,NA,492,77.941,77.165
"33","GBM_RUN4_AllData","KAPPA",0.487,NA,613.5,64.706,86.614
"34","RF_RUN4_AllData","ROC",0.852,NA,313,75,83.465
"35","RF_RUN4_AllData","TSS",0.574,NA,318,73.529,83.858
"36","RF_RUN4_AllData","KAPPA",0.515,NA,343,69.118,86.22
"37","GAM_RUN5_AllData","ROC",0.773,NA,451,83.824,61.024
"38","GAM_RUN5_AllData","TSS",0.443,NA,483,80.882,63.386
"39","GAM_RUN5_AllData","KAPPA",0.365,NA,664,57.353,81.89
"40","GBM_RUN5_AllData","ROC",0.809,NA,596.5,67.647,82.283
"41","GBM_RUN5_AllData","TSS",0.489,NA,599,66.176,82.283
"42","GBM_RUN5_AllData","KAPPA",0.445,NA,630,63.235,84.252
"43","RF_RUN5_AllData","ROC",0.818,NA,227,76.471,72.835
"44","RF_RUN5_AllData","TSS",0.492,NA,215,77.941,71.26
"45","RF_RUN5_AllData","KAPPA",0.448,NA,448,52.941,89.764
"46","GAM_RUN6_AllData","ROC",0.793,NA,403.5,89.706,60.236
"47","GAM_RUN6_AllData","TSS",0.499,NA,402,89.706,60.236
"48","GAM_RUN6_AllData","KAPPA",0.4,NA,643,64.706,80.709
"49","GBM_RUN6_AllData","ROC",0.833,NA,363,91.176,66.142
"50","GBM_RUN6_AllData","TSS",0.569,NA,361,91.176,65.354
"51","GBM_RUN6_AllData","KAPPA",0.446,NA,629,58.824,86.614
"52","RF_RUN6_AllData","ROC",0.832,NA,289,73.529,81.102
