"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.771,NA,348.5,86.441,64.516
"2","GAM_RUN1_AllData","TSS",0.494,NA,303,88.136,61.29
"3","GAM_RUN1_AllData","KAPPA",0.514,NA,303,88.136,61.29
"4","GBM_RUN1_AllData","ROC",0.739,NA,295,96.61,51.613
"5","GBM_RUN1_AllData","TSS",0.482,NA,295.5,96.61,51.613
"6","GBM_RUN1_AllData","KAPPA",0.536,NA,295.5,96.61,51.613
"7","RF_RUN1_AllData","ROC",0.762,NA,472,88.136,64.516
"8","RF_RUN1_AllData","TSS",0.51,NA,530,86.441,64.516
"9","RF_RUN1_AllData","KAPPA",0.522,NA,530,86.441,64.516
"10","GAM_RUN2_AllData","ROC",0.777,NA,356,79.661,70.968
"11","GAM_RUN2_AllData","TSS",0.506,NA,358,79.661,70.968
"12","GAM_RUN2_AllData","KAPPA",0.495,NA,358,79.661,70.968
"13","GBM_RUN2_AllData","ROC",0.778,NA,517,71.186,83.871
"14","GBM_RUN2_AllData","TSS",0.551,NA,515,71.186,83.871
"15","GBM_RUN2_AllData","KAPPA",0.523,NA,396,79.661,74.194
"16","RF_RUN2_AllData","ROC",0.805,NA,563,79.661,77.419
"17","RF_RUN2_AllData","TSS",0.571,NA,559,79.661,77.419
"18","RF_RUN2_AllData","KAPPA",0.55,NA,559,79.661,77.419
"19","GAM_RUN3_AllData","ROC",0.875,NA,574.5,74.576,87.097
"20","GAM_RUN3_AllData","TSS",0.617,NA,576,74.576,87.097
"21","GAM_RUN3_AllData","KAPPA",0.606,NA,396,86.441,74.194
"22","GBM_RUN3_AllData","ROC",0.867,NA,624.5,83.051,87.097
"23","GBM_RUN3_AllData","TSS",0.701,NA,623,83.051,87.097
"24","GBM_RUN3_AllData","KAPPA",0.671,NA,623,83.051,87.097
"25","RF_RUN3_AllData","ROC",0.856,NA,581,86.441,83.871
"26","RF_RUN3_AllData","TSS",0.686,NA,599,84.746,83.871
"27","RF_RUN3_AllData","KAPPA",0.678,NA,564,89.831,77.419
"28","GAM_RUN4_AllData","ROC",0.824,NA,309,83.051,70.968
"29","GAM_RUN4_AllData","TSS",0.523,NA,318,81.356,70.968
"30","GAM_RUN4_AllData","KAPPA",0.52,NA,151,93.22,54.839
"31","GBM_RUN4_AllData","ROC",0.856,NA,601.5,67.797,87.097
"32","GBM_RUN4_AllData","TSS",0.549,NA,600,67.797,87.097
"33","GBM_RUN4_AllData","KAPPA",0.536,NA,364,89.831,61.29
"34","RF_RUN4_AllData","ROC",0.866,NA,541,84.746,77.419
"35","RF_RUN4_AllData","TSS",0.622,NA,539,84.746,77.419
"36","RF_RUN4_AllData","KAPPA",0.622,NA,471,89.831,70.968
"37","GAM_RUN5_AllData","ROC",0.769,NA,871.5,57.627,87.097
"38","GAM_RUN5_AllData","TSS",0.447,NA,869,57.627,87.097
"39","GAM_RUN5_AllData","KAPPA",0.445,NA,212,89.831,51.613
"40","GBM_RUN5_AllData","ROC",0.812,NA,644,71.186,80.645
"41","GBM_RUN5_AllData","TSS",0.518,NA,644,71.186,80.645
"42","GBM_RUN5_AllData","KAPPA",0.478,NA,644,71.186,80.645
"43","RF_RUN5_AllData","ROC",0.818,NA,682,76.271,80.645
"44","RF_RUN5_AllData","TSS",0.569,NA,683,76.271,80.645
"45","RF_RUN5_AllData","KAPPA",0.536,NA,683,76.271,80.645
"46","GAM_RUN6_AllData","ROC",0.743,NA,211,98.305,41.935
"47","GAM_RUN6_AllData","TSS",0.387,NA,153.5,100,38.71
"48","GAM_RUN6_AllData","KAPPA",0.453,NA,153.5,100,38.71
"49","GBM_RUN6_AllData","ROC",0.692,NA,589.5,72.881,61.29
"50","GBM_RUN6_AllData","TSS",0.342,NA,587,72.881,61.29
"51","GBM_RUN6_AllData","KAPPA",0.332,NA,587,72.881,61.29
"52","RF_RUN6_AllData","ROC",0.704,NA,883,47.458,83.871
"53","RF_RUN6_AllData","TSS",0.313,NA,882,47.458,80.645
"54","RF_RUN6_AllData","KAPPA",0.326,NA,257,98.305,29.032
"55","GAM_RUN7_AllData","ROC",0.843,NA,439,79.661,83.871
"56","GAM_RUN7_AllData","TSS",0.635,NA,439,79.661,83.871
"57","GAM_RUN7_AllData","KAPPA",0.603,NA,439,79.661,83.871
"58","GBM_RUN7_AllData","ROC",0.875,NA,653,71.186,96.774
"59","GBM_RUN7_AllData","TSS",0.68,NA,652,71.186,96.774
"60","GBM_RUN7_AllData","KAPPA",0.605,NA,652,71.186,96.774
"61","RF_RUN7_AllData","ROC",0.881,NA,612,84.746,83.871
"62","RF_RUN7_AllData","TSS",0.669,NA,638,83.051,83.871
"63","RF_RUN7_AllData","KAPPA",0.645,NA,638,83.051,83.871
"64","GAM_RUN8_AllData","ROC",0.838,NA,296,86.441,70.968
"65","GAM_RUN8_AllData","TSS",0.574,NA,298,86.441,70.968
"66","GAM_RUN8_AllData","KAPPA",0.579,NA,298,86.441,70.968
"67","GBM_RUN8_AllData","ROC",0.838,NA,519.5,83.051,74.194
"68","GBM_RUN8_AllData","TSS",0.572,NA,518,83.051,74.194
"69","GBM_RUN8_AllData","KAPPA",0.564,NA,518,83.051,74.194
"70","RF_RUN8_AllData","ROC",0.87,NA,568,84.746,77.419
"71","RF_RUN8_AllData","TSS",0.622,NA,567,84.746,77.419
"72","RF_RUN8_AllData","KAPPA",0.612,NA,567,84.746,77.419
"73","GAM_RUN9_AllData","ROC",0.861,NA,330,88.136,70.968
"74","GAM_RUN9_AllData","TSS",0.591,NA,333,88.136,70.968
"75","GAM_RUN9_AllData","KAPPA",0.6,NA,333,88.136,70.968
"76","GBM_RUN9_AllData","ROC",0.823,NA,671,64.407,87.097
"77","GBM_RUN9_AllData","TSS",0.515,NA,668,64.407,87.097
"78","GBM_RUN9_AllData","KAPPA",0.5,NA,482,84.746,64.516
"79","RF_RUN9_AllData","ROC",0.817,NA,485,89.831,61.29
"80","RF_RUN9_AllData","TSS",0.511,NA,485,89.831,61.29
"81","RF_RUN9_AllData","KAPPA",0.536,NA,485,89.831,61.29
"82","GAM_RUN10_AllData","ROC",0.794,NA,685,61.017,87.097
"83","GAM_RUN10_AllData","TSS",0.481,NA,687,61.017,87.097
"84","GAM_RUN10_AllData","KAPPA",0.425,NA,455,71.186,74.194
"85","GBM_RUN10_AllData","ROC",0.829,NA,392,94.915,61.29
"86","GBM_RUN10_AllData","TSS",0.562,NA,392,94.915,61.29
"87","GBM_RUN10_AllData","KAPPA",0.604,NA,392,94.915,61.29
"88","RF_RUN10_AllData","ROC",0.824,NA,516,89.831,64.516
"89","RF_RUN10_AllData","TSS",0.543,NA,514,89.831,64.516
"90","RF_RUN10_AllData","KAPPA",0.565,NA,514,89.831,64.516
