"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.059,0.036,0.072,0.058,0.035,0.089,0.038,0.031,0.089,0.055,0.03,0.07,0.057,0.032,0.07,0.048,0.03,0.074,0.033,0.031,0.069,0.048,0.035,0.084,0.085,0.048,0.112,0.052,0.038,0.089
"lag_sst",0.777,0.791,0.755,0.657,0.751,0.768,0.687,0.803,0.746,0.812,0.779,0.79,0.734,0.78,0.768,0.656,0.791,0.766,0.73,0.813,0.757,0.697,0.774,0.765,0.755,0.783,0.763,0.699,0.743,0.737
"int_chl",0.216,0.231,0.315,0.261,0.253,0.326,0.215,0.203,0.297,0.252,0.253,0.279,0.24,0.257,0.296,0.199,0.225,0.291,0.214,0.233,0.299,0.26,0.276,0.353,0.268,0.231,0.313,0.256,0.273,0.34
"sss",0.148,0.145,0.245,0.254,0.141,0.227,0.209,0.099,0.238,0.119,0.104,0.253,0.168,0.089,0.184,0.258,0.099,0.217,0.179,0.083,0.224,0.179,0.097,0.205,0.128,0.073,0.168,0.162,0.135,0.244
