"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.05,0.025,0.056,0.038,0.088,0.113,0.016,0.058,0.094,0.069,0.044,0.068,0.082,0.052,0.074,0.019,0.044,0.07,0.051,0.074,0.087,0.041,0.068,0.099,0.047,0.066,0.078,0.035,0.039,0.057
"lag_sst",0.47,0.347,0.346,0.605,0.422,0.373,0.517,0.399,0.352,0.319,0.294,0.342,0.699,0.495,0.437,0.584,0.344,0.324,0.62,0.586,0.476,0.561,0.403,0.368,0.601,0.457,0.366,0.458,0.288,0.307
"int_chl",0.445,0.559,0.516,0.409,0.45,0.443,0.515,0.502,0.487,0.483,0.585,0.519,0.31,0.397,0.392,0.47,0.552,0.473,0.406,0.397,0.399,0.426,0.479,0.44,0.426,0.493,0.467,0.536,0.574,0.517
"sss",0.119,0.087,0.099,0.003,0.032,0.06,0.002,0.029,0.056,0.11,0.05,0.077,0.016,0.033,0.068,0.013,0.045,0.083,0.001,0.022,0.055,0.011,0.038,0.075,0.02,0.025,0.07,0.001,0.07,0.093
