"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.173,0.027,0.095,0.163,0.024,0.17,0.168,0.017,0.14,0.17,0.035,0.123,0.164,0.021,0.212,0.22,0.06,0.171,0.105,0.042,0.112,0.131,0.057,0.132,0.172,0.046,0.184,0.144,0.045,0.2
"lag_sst",0.277,0.342,0.525,0.35,0.212,0.532,0.306,0.197,0.553,0.342,0.226,0.553,0.36,0.196,0.419,0.276,0.228,0.474,0.323,0.205,0.518,0.379,0.243,0.47,0.346,0.215,0.424,0.367,0.28,0.472
"int_chl",0.449,0.516,0.564,0.421,0.545,0.513,0.451,0.494,0.503,0.471,0.464,0.5,0.429,0.568,0.62,0.437,0.546,0.563,0.397,0.488,0.483,0.411,0.584,0.566,0.372,0.516,0.605,0.404,0.508,0.58
"sss",0.377,0.21,0.251,0.391,0.336,0.268,0.409,0.377,0.333,0.348,0.362,0.297,0.399,0.33,0.229,0.318,0.304,0.24,0.422,0.423,0.381,0.377,0.282,0.278,0.44,0.347,0.303,0.296,0.272,0.204
