"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.426,0.092,0.184,0.367,0.064,0.166,0.511,0.11,0.172,0.552,0.099,0.191,0.245,0.059,0.087,0.338,0.09,0.189,0.521,0.143,0.149,0.372,0.168,0.198,0.422,0.06,0.097,0.397,0.142,0.187
"lag_sst",0.378,0.139,0.119,0.314,0.098,0.081,0.312,0.083,0.108,0.439,0.115,0.075,0.321,0.068,0.068,0.329,0.124,0.078,0.24,0.056,0.067,0.44,0.066,0.086,0.477,0.303,0.154,0.461,0.151,0.121
"int_chl",0.624,0.638,0.602,0.58,0.757,0.721,0.563,0.723,0.678,0.71,0.795,0.704,0.577,0.565,0.61,0.548,0.623,0.609,0.593,0.8,0.744,0.58,0.741,0.655,0.645,0.662,0.644,0.592,0.604,0.587
"sss",0.632,0.201,0.144,0.501,0.23,0.164,0.47,0.179,0.227,0.539,0.153,0.112,0.603,0.437,0.379,0.455,0.342,0.239,0.377,0.215,0.189,0.409,0.223,0.162,0.5,0.291,0.246,0.38,0.217,0.19
