"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.119,0.107,0.19,0.095,0.11,0.193,0.102,0.1,0.204,0.126,0.121,0.188,0.152,0.13,0.209,0.147,0.128,0.204,0.125,0.126,0.202,0.111,0.126,0.218,0.13,0.13,0.21,0.123,0.116,0.178
"lag_sst",0.452,0.439,0.439,0.392,0.437,0.476,0.419,0.462,0.466,0.453,0.515,0.532,0.362,0.429,0.44,0.481,0.491,0.485,0.452,0.463,0.477,0.47,0.476,0.497,0.476,0.46,0.46,0.412,0.437,0.455
"int_chl",0.397,0.421,0.431,0.349,0.397,0.385,0.404,0.437,0.432,0.309,0.37,0.389,0.338,0.399,0.391,0.362,0.38,0.381,0.39,0.447,0.44,0.319,0.407,0.415,0.357,0.405,0.382,0.352,0.409,0.417
"sss",0.066,0.059,0.13,0.132,0.05,0.114,0.115,0.085,0.165,0.169,0.06,0.134,0.14,0.052,0.132,0.054,0.049,0.109,0.045,0.042,0.119,0.153,0.054,0.122,0.036,0.058,0.147,0.141,0.064,0.153
