"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.666,0.409,0.229,0.343,0.401,0.14,0.412,0.287,0.246,0.671,0.578,0.316,0.664,0.315,0.169,0.586,0.216,0.137,0.56,0.481,0.261,0.68,0.244,0.141,0.674,0.368,0.186,0.517,0.174,0.12
"lag_sst",0.593,0.29,0.359,0.438,0.362,0.391,0.603,0.344,0.32,0.481,0.186,0.27,0.761,0.32,0.413,0.664,0.34,0.5,0.559,0.287,0.309,0.677,0.325,0.403,0.624,0.358,0.393,0.66,0.4,0.413
"int_chl",0.701,0.659,0.384,0.686,0.652,0.426,0.503,0.699,0.466,0.724,0.651,0.535,0.722,0.669,0.441,0.643,0.632,0.483,0.751,0.691,0.519,0.715,0.63,0.424,0.766,0.569,0.366,0.634,0.536,0.421
"sss",0.42,0.02,0.075,0.299,0.023,0.093,0.267,0.103,0.078,0.497,0.007,0.108,0.551,0.047,0.072,0.629,0.067,0.057,0.427,0.008,0.079,0.174,0.086,0.125,0.413,0.05,0.082,0.57,0.066,0.139
