"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.216,0.154,0.076,0.364,0.266,0.196,0.491,0.365,0.197,0.564,0.202,0.063,0.386,0.207,0.126,0.309,0.286,0.158,0.42,0.179,0.113,0.435,0.173,0.105,0.246,0.273,0.124,0.447,0.409,0.185
"lag_sst",0.532,0.488,0.465,0.639,0.622,0.506,0.659,0.511,0.494,0.592,0.499,0.576,0.552,0.468,0.337,0.44,0.396,0.473,0.479,0.61,0.585,0.437,0.398,0.44,0.397,0.347,0.484,0.56,0.479,0.518
"int_chl",0.562,0.3,0.231,0.332,0.241,0.158,0.547,0.466,0.339,0.605,0.461,0.283,0.584,0.359,0.303,0.561,0.406,0.232,0.394,0.27,0.198,0.56,0.309,0.187,0.418,0.366,0.22,0.712,0.29,0.207
"sss",0.003,0.115,0.229,0.341,0.024,0.151,0.234,0.052,0.178,0.351,0.076,0.256,0.27,0.043,0.138,0.249,0.06,0.165,0.105,0.067,0.136,0.447,0.215,0.371,0.441,0.173,0.285,0.151,0.029,0.112
