"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.064,0.036,0.074,0.056,0.032,0.083,0.065,0.04,0.084,0.051,0.04,0.101,0.036,0.043,0.107,0.036,0.027,0.07,0.056,0.034,0.085,0.051,0.033,0.1,0.03,0.027,0.079,0.043,0.033,0.087
"lag_sst",0.699,0.801,0.777,0.689,0.787,0.778,0.82,0.795,0.784,0.713,0.803,0.802,0.774,0.801,0.77,0.71,0.76,0.777,0.715,0.825,0.758,0.661,0.738,0.758,0.687,0.786,0.772,0.676,0.752,0.75
"int_chl",0.21,0.231,0.289,0.201,0.219,0.286,0.22,0.223,0.318,0.205,0.22,0.295,0.248,0.27,0.328,0.299,0.282,0.32,0.24,0.244,0.3,0.304,0.29,0.345,0.266,0.288,0.345,0.299,0.29,0.338
"sss",0.173,0.081,0.193,0.234,0.087,0.192,0.145,0.104,0.223,0.202,0.092,0.213,0.104,0.086,0.193,0.148,0.076,0.176,0.195,0.085,0.21,0.173,0.102,0.224,0.203,0.095,0.207,0.193,0.093,0.18
