"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.129,0.069,0.145,0.126,0.078,0.131,0.163,0.133,0.17,0.202,0.112,0.154,0.156,0.153,0.169,0.178,0.168,0.175,0.139,0.08,0.161,0.101,0.092,0.145,0.097,0.079,0.136,0.075,0.051,0.093
"lag_sst",0.097,0.069,0.135,0.125,0.08,0.147,0.153,0.116,0.185,0.147,0.055,0.168,0.11,0.082,0.171,0.159,0.1,0.185,0.111,0.067,0.19,0.14,0.071,0.175,0.112,0.071,0.15,0.128,0.073,0.174
"int_chl",0.69,0.8,0.793,0.74,0.871,0.824,0.672,0.715,0.735,0.546,0.709,0.703,0.654,0.765,0.783,0.633,0.721,0.722,0.661,0.778,0.757,0.642,0.732,0.694,0.642,0.77,0.679,0.751,0.828,0.809
"sss",0.239,0.151,0.212,0.198,0.145,0.173,0.247,0.207,0.225,0.323,0.254,0.253,0.233,0.118,0.166,0.198,0.106,0.166,0.245,0.18,0.215,0.291,0.248,0.277,0.333,0.24,0.269,0.252,0.186,0.194
