"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.858,NA,146,100,71.739
"2","GAM_RUN1_AllData","TSS",0.717,NA,146,100,71.739
"3","GAM_RUN1_AllData","KAPPA",0.438,NA,146,100,71.739
"4","GBM_RUN1_AllData","ROC",0.915,NA,281,96,80.435
"5","GBM_RUN1_AllData","TSS",0.764,NA,282,96,80.435
"6","GBM_RUN1_AllData","KAPPA",0.568,NA,475,76,89.13
"7","RF_RUN1_AllData","ROC",0.898,NA,106,96,73.188
"8","RF_RUN1_AllData","TSS",0.692,NA,107,96,73.188
"9","RF_RUN1_AllData","KAPPA",0.526,NA,277,76,86.957
"10","GAM_RUN2_AllData","ROC",0.861,NA,349,96,76.087
"11","GAM_RUN2_AllData","TSS",0.721,NA,349,96,76.087
"12","GAM_RUN2_AllData","KAPPA",0.473,NA,349,96,76.087
"13","GBM_RUN2_AllData","ROC",0.896,NA,244,92,76.812
"14","GBM_RUN2_AllData","TSS",0.688,NA,380,84,84.783
"15","GBM_RUN2_AllData","KAPPA",0.538,NA,380,84,84.783
"16","RF_RUN2_AllData","ROC",0.892,NA,249,88,85.507
"17","RF_RUN2_AllData","TSS",0.735,NA,248,88,85.507
"18","RF_RUN2_AllData","KAPPA",0.575,NA,248,88,85.507
"19","GAM_RUN3_AllData","ROC",0.904,NA,342,96,78.261
"20","GAM_RUN3_AllData","TSS",0.743,NA,342,96,78.261
"21","GAM_RUN3_AllData","KAPPA",0.557,NA,684,68,90.58
"22","GBM_RUN3_AllData","ROC",0.945,NA,311.5,96,86.232
"23","GBM_RUN3_AllData","TSS",0.822,NA,308,96,85.507
"24","GBM_RUN3_AllData","KAPPA",0.724,NA,498,88,92.029
"25","RF_RUN3_AllData","ROC",0.952,NA,138,100,85.507
"26","RF_RUN3_AllData","TSS",0.855,NA,135,100,85.507
"27","RF_RUN3_AllData","KAPPA",0.68,NA,279,76,94.203
"28","GAM_RUN4_AllData","ROC",0.917,NA,412,96,81.159
"29","GAM_RUN4_AllData","TSS",0.772,NA,411,96,81.159
"30","GAM_RUN4_AllData","KAPPA",0.601,NA,783,72,92.029
"31","GBM_RUN4_AllData","ROC",0.913,NA,293.5,92,84.783
"32","GBM_RUN4_AllData","TSS",0.768,NA,294,92,84.783
"33","GBM_RUN4_AllData","KAPPA",0.591,NA,366,84,87.681
"34","RF_RUN4_AllData","ROC",0.914,NA,167,92,83.333
"35","RF_RUN4_AllData","TSS",0.753,NA,166,92,83.333
"36","RF_RUN4_AllData","KAPPA",0.572,NA,350,68,92.029
