"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.067,0.066,0.092,0.113,0.063,0.108,0.079,0.06,0.082,0.107,0.066,0.092,0.147,0.104,0.15,0.174,0.132,0.153,0.124,0.08,0.091,0.135,0.074,0.155,0.063,0.055,0.08,0.116,0.059,0.074
"lag_sst",0.569,0.769,0.719,0.59,0.773,0.726,0.572,0.815,0.756,0.655,0.792,0.737,0.544,0.714,0.637,0.563,0.775,0.691,0.595,0.758,0.673,0.543,0.736,0.662,0.692,0.737,0.75,0.686,0.791,0.748
"int_chl",0.412,0.389,0.323,0.364,0.351,0.345,0.367,0.337,0.302,0.382,0.335,0.347,0.446,0.373,0.374,0.415,0.398,0.391,0.404,0.349,0.341,0.369,0.341,0.388,0.407,0.397,0.343,0.414,0.344,0.323
"sss",0.295,0.154,0.14,0.258,0.151,0.174,0.263,0.149,0.189,0.176,0.194,0.228,0.244,0.215,0.185,0.241,0.148,0.117,0.233,0.229,0.201,0.319,0.168,0.188,0.199,0.125,0.118,0.176,0.174,0.19
