"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.091,0.096,0.18,0.172,0.15,0.211,0.091,0.113,0.184,0.086,0.123,0.177,0.099,0.096,0.171,0.085,0.108,0.192,0.126,0.08,0.16,0.082,0.068,0.152,0.078,0.09,0.183,0.074,0.064,0.153
"lag_sst",0.505,0.468,0.47,0.487,0.523,0.517,0.467,0.461,0.476,0.407,0.487,0.509,0.417,0.462,0.458,0.499,0.447,0.472,0.494,0.478,0.5,0.358,0.416,0.448,0.583,0.537,0.5,0.408,0.451,0.444
"int_chl",0.381,0.369,0.364,0.328,0.376,0.37,0.425,0.429,0.438,0.313,0.387,0.362,0.378,0.43,0.392,0.409,0.417,0.429,0.337,0.417,0.419,0.413,0.467,0.424,0.348,0.375,0.387,0.452,0.489,0.46
"sss",0.036,0.057,0.136,0.028,0.042,0.109,0.009,0.039,0.117,0.195,0.068,0.14,0.168,0.056,0.141,0.025,0.042,0.124,0.027,0.059,0.158,0.144,0.084,0.167,0.021,0.036,0.118,0.054,0.06,0.128
