"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.886,NA,479.5,95.238,76.364
"2","GAM_RUN1_AllData","TSS",0.716,NA,480,95.238,76.364
"3","GAM_RUN1_AllData","KAPPA",0.616,NA,725,76.19,87.273
"4","GBM_RUN1_AllData","ROC",0.863,NA,412,95.238,78.182
"5","GBM_RUN1_AllData","TSS",0.734,NA,413,95.238,78.182
"6","GBM_RUN1_AllData","KAPPA",0.632,NA,413,95.238,78.182
"7","RF_RUN1_AllData","ROC",0.873,NA,263,90.476,78.182
"8","RF_RUN1_AllData","TSS",0.687,NA,263.5,90.476,78.182
"9","RF_RUN1_AllData","KAPPA",0.612,NA,384,85.714,81.818
"10","GAM_RUN2_AllData","ROC",0.855,NA,443,90.476,69.091
"11","GAM_RUN2_AllData","TSS",0.596,NA,442,90.476,69.091
"12","GAM_RUN2_AllData","KAPPA",0.511,NA,693,57.143,90.909
"13","GBM_RUN2_AllData","ROC",0.852,NA,383,80.952,74.545
"14","GBM_RUN2_AllData","TSS",0.555,NA,382,80.952,74.545
"15","GBM_RUN2_AllData","KAPPA",0.523,NA,681,52.381,92.727
"16","RF_RUN2_AllData","ROC",0.847,NA,271,85.714,70.909
"17","RF_RUN2_AllData","TSS",0.566,NA,273,85.714,70.909
"18","RF_RUN2_AllData","KAPPA",0.479,NA,338,71.429,80
"19","GAM_RUN3_AllData","ROC",0.793,NA,376,90.476,69.091
"20","GAM_RUN3_AllData","TSS",0.577,NA,373,90.476,67.273
"21","GAM_RUN3_AllData","KAPPA",0.467,NA,373,90.476,67.273
"22","GBM_RUN3_AllData","ROC",0.813,NA,368.5,85.714,69.091
"23","GBM_RUN3_AllData","TSS",0.548,NA,369,85.714,69.091
"24","GBM_RUN3_AllData","KAPPA",0.454,NA,369,85.714,69.091
"25","RF_RUN3_AllData","ROC",0.813,NA,232,85.714,65.455
"26","RF_RUN3_AllData","TSS",0.512,NA,230,85.714,65.455
"27","RF_RUN3_AllData","KAPPA",0.458,NA,491.5,57.143,87.273
"28","GAM_RUN4_AllData","ROC",0.869,NA,727.5,76.19,85.455
"29","GAM_RUN4_AllData","TSS",0.616,NA,725.5,76.19,85.455
"30","GAM_RUN4_AllData","KAPPA",0.605,NA,749,71.429,89.091
"31","GBM_RUN4_AllData","ROC",0.89,NA,439,85.714,81.818
"32","GBM_RUN4_AllData","TSS",0.675,NA,438,85.714,81.818
"33","GBM_RUN4_AllData","KAPPA",0.616,NA,530,76.19,87.273
"34","RF_RUN4_AllData","ROC",0.89,NA,373,76.19,89.091
