"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.852,NA,584.5,80.645,76.923
"2","GAM_RUN1_AllData","TSS",0.573,NA,637,75.806,81.538
"3","GAM_RUN1_AllData","KAPPA",0.574,NA,637,75.806,81.538
"4","GBM_RUN1_AllData","ROC",0.868,NA,675,67.742,92.308
"5","GBM_RUN1_AllData","TSS",0.6,NA,675,67.742,92.308
"6","GBM_RUN1_AllData","KAPPA",0.604,NA,675,67.742,92.308
"7","RF_RUN1_AllData","ROC",0.857,NA,723,64.516,92.308
"8","RF_RUN1_AllData","TSS",0.568,NA,722,64.516,92.308
"9","RF_RUN1_AllData","KAPPA",0.572,NA,722,64.516,92.308
"10","GAM_RUN2_AllData","ROC",0.835,NA,639.5,72.581,83.077
"11","GAM_RUN2_AllData","TSS",0.557,NA,639,72.581,83.077
"12","GAM_RUN2_AllData","KAPPA",0.558,NA,639,72.581,83.077
"13","GBM_RUN2_AllData","ROC",0.846,NA,563,79.032,76.923
"14","GBM_RUN2_AllData","TSS",0.56,NA,565,79.032,76.923
"15","GBM_RUN2_AllData","KAPPA",0.559,NA,565,79.032,76.923
"16","RF_RUN2_AllData","ROC",0.854,NA,695,70.968,92.308
"17","RF_RUN2_AllData","TSS",0.617,NA,687,70.968,90.769
"18","RF_RUN2_AllData","KAPPA",0.62,NA,687,70.968,90.769
"19","GAM_RUN3_AllData","ROC",0.787,NA,335.5,83.871,61.538
"20","GAM_RUN3_AllData","TSS",0.453,NA,347,82.258,63.077
"21","GAM_RUN3_AllData","KAPPA",0.451,NA,347,82.258,63.077
"22","GBM_RUN3_AllData","ROC",0.847,NA,460.5,80.645,80
"23","GBM_RUN3_AllData","TSS",0.606,NA,462,80.645,80
"24","GBM_RUN3_AllData","KAPPA",0.606,NA,462,80.645,80
"25","RF_RUN3_AllData","ROC",0.849,NA,401,82.258,75.385
"26","RF_RUN3_AllData","TSS",0.576,NA,398,82.258,75.385
"27","RF_RUN3_AllData","KAPPA",0.575,NA,398,82.258,75.385
"28","GAM_RUN4_AllData","ROC",0.849,NA,703,72.581,84.615
"29","GAM_RUN4_AllData","TSS",0.56,NA,632,79.032,76.923
"30","GAM_RUN4_AllData","KAPPA",0.559,NA,632,79.032,76.923
"31","GBM_RUN4_AllData","ROC",0.851,NA,622.5,72.581,86.154
"32","GBM_RUN4_AllData","TSS",0.587,NA,624,72.581,86.154
"33","GBM_RUN4_AllData","KAPPA",0.589,NA,624,72.581,86.154
"34","RF_RUN4_AllData","ROC",0.858,NA,486,87.097,72.308
"35","RF_RUN4_AllData","TSS",0.594,NA,484,87.097,72.308
"36","RF_RUN4_AllData","KAPPA",0.592,NA,484,87.097,72.308
"37","GAM_RUN5_AllData","ROC",0.873,NA,480.5,80.645,83.077
"38","GAM_RUN5_AllData","TSS",0.637,NA,479,80.645,83.077
"39","GAM_RUN5_AllData","KAPPA",0.637,NA,479,80.645,83.077
"40","GBM_RUN5_AllData","ROC",0.861,NA,404.5,82.258,72.308
"41","GBM_RUN5_AllData","TSS",0.546,NA,405,82.258,72.308
"42","GBM_RUN5_AllData","KAPPA",0.544,NA,405,82.258,72.308
"43","RF_RUN5_AllData","ROC",0.855,NA,369,90.323,66.154
"44","RF_RUN5_AllData","TSS",0.563,NA,420,87.097,69.231
"45","RF_RUN5_AllData","KAPPA",0.561,NA,420,87.097,69.231
"46","GAM_RUN6_AllData","ROC",0.814,NA,322.5,83.871,61.538
"47","GAM_RUN6_AllData","TSS",0.454,NA,323,83.871,61.538
"48","GAM_RUN6_AllData","KAPPA",0.452,NA,323,83.871,61.538
"49","GBM_RUN6_AllData","ROC",0.835,NA,501.5,79.032,72.308
"50","GBM_RUN6_AllData","TSS",0.497,NA,503,77.419,72.308
"51","GBM_RUN6_AllData","KAPPA",0.497,NA,503,77.419,72.308
"52","RF_RUN6_AllData","ROC",0.831,NA,454,80.645,72.308
"53","RF_RUN6_AllData","TSS",0.53,NA,455,80.645,72.308
"54","RF_RUN6_AllData","KAPPA",0.528,NA,455,80.645,72.308
"55","GAM_RUN7_AllData","ROC",0.855,NA,441.5,79.032,75.385
"56","GAM_RUN7_AllData","TSS",0.544,NA,441,79.032,75.385
"57","GAM_RUN7_AllData","KAPPA",0.544,NA,441,79.032,75.385
"58","GBM_RUN7_AllData","ROC",0.866,NA,351,80.645,73.846
"59","GBM_RUN7_AllData","TSS",0.545,NA,351,80.645,73.846
"60","GBM_RUN7_AllData","KAPPA",0.544,NA,351,80.645,73.846
"61","RF_RUN7_AllData","ROC",0.865,NA,284,93.548,63.077
"62","RF_RUN7_AllData","TSS",0.566,NA,288,93.548,63.077
"63","RF_RUN7_AllData","KAPPA",0.562,NA,288,93.548,63.077
"64","GAM_RUN8_AllData","ROC",0.808,NA,616,72.581,76.923
"65","GAM_RUN8_AllData","TSS",0.495,NA,615.5,72.581,76.923
"66","GAM_RUN8_AllData","KAPPA",0.495,NA,615.5,72.581,76.923
"67","GBM_RUN8_AllData","ROC",0.827,NA,575,67.742,84.615
"68","GBM_RUN8_AllData","TSS",0.524,NA,574,67.742,84.615
"69","GBM_RUN8_AllData","KAPPA",0.526,NA,574,67.742,84.615
"70","RF_RUN8_AllData","ROC",0.833,NA,517,70.968,80
"71","RF_RUN8_AllData","TSS",0.509,NA,523,69.355,81.538
"72","RF_RUN8_AllData","KAPPA",0.51,NA,523,69.355,81.538
"73","GAM_RUN9_AllData","ROC",0.867,NA,545,85.484,73.846
"74","GAM_RUN9_AllData","TSS",0.593,NA,543,85.484,73.846
"75","GAM_RUN9_AllData","KAPPA",0.592,NA,543,85.484,73.846
"76","GBM_RUN9_AllData","ROC",0.879,NA,543,88.71,73.846
"77","GBM_RUN9_AllData","TSS",0.626,NA,543,88.71,73.846
"78","GBM_RUN9_AllData","KAPPA",0.623,NA,543,88.71,73.846
"79","RF_RUN9_AllData","ROC",0.882,NA,557,88.71,76.923
"80","RF_RUN9_AllData","TSS",0.656,NA,555,88.71,76.923
"81","RF_RUN9_AllData","KAPPA",0.654,NA,555,88.71,76.923
"82","GAM_RUN10_AllData","ROC",0.841,NA,437.5,83.871,72.308
"83","GAM_RUN10_AllData","TSS",0.562,NA,438,83.871,72.308
"84","GAM_RUN10_AllData","KAPPA",0.56,NA,438,83.871,72.308
"85","GBM_RUN10_AllData","ROC",0.86,NA,592.5,67.742,89.231
