"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.1,0.14,0.197,0.138,0.156,0.191,0.116,0.161,0.188,0.187,0.176,0.224,0.095,0.119,0.169,0.143,0.147,0.203,0.17,0.218,0.258,0.164,0.159,0.202,0.19,0.199,0.245,0.172,0.163,0.217
"lag_sst",0.363,0.432,0.509,0.354,0.422,0.48,0.371,0.416,0.456,0.354,0.426,0.478,0.375,0.456,0.455,0.332,0.366,0.442,0.469,0.456,0.492,0.515,0.476,0.476,0.477,0.501,0.534,0.416,0.373,0.446
"int_chl",0.385,0.449,0.36,0.346,0.424,0.356,0.374,0.448,0.384,0.355,0.439,0.333,0.385,0.454,0.384,0.388,0.418,0.336,0.321,0.35,0.296,0.354,0.386,0.309,0.323,0.349,0.272,0.416,0.433,0.368
"sss",0.138,0.054,0.198,0.228,0.097,0.219,0.119,0.103,0.244,0.119,0.054,0.173,0.175,0.101,0.272,0.139,0.088,0.22,0.104,0.06,0.215,0.003,0.059,0.237,0.05,0.031,0.158,0.033,0.088,0.252
