"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.884,NA,519.5,92.045,73.747
"2","GAM_RUN1_AllData","TSS",0.658,NA,521,92.045,73.747
"3","GAM_RUN1_AllData","KAPPA",0.502,NA,691,76.136,84.248
"4","GBM_RUN1_AllData","ROC",0.896,NA,484.5,88.636,79.475
"5","GBM_RUN1_AllData","TSS",0.681,NA,468,89.773,78.282
"6","GBM_RUN1_AllData","KAPPA",0.525,NA,651,68.182,88.544
"7","RF_RUN1_AllData","ROC",0.887,NA,139,94.318,71.36
"8","RF_RUN1_AllData","TSS",0.657,NA,139,94.318,71.36
"9","RF_RUN1_AllData","KAPPA",0.505,NA,416,56.818,92.124
"10","GAM_RUN2_AllData","ROC",0.883,NA,489.5,90.909,72.554
"11","GAM_RUN2_AllData","TSS",0.632,NA,487,90.909,72.315
"12","GAM_RUN2_AllData","KAPPA",0.502,NA,835,50,94.749
"13","GBM_RUN2_AllData","ROC",0.89,NA,361.5,94.318,73.508
"14","GBM_RUN2_AllData","TSS",0.678,NA,360,94.318,73.508
"15","GBM_RUN2_AllData","KAPPA",0.515,NA,613,71.591,86.874
"16","RF_RUN2_AllData","ROC",0.885,NA,151,90.909,75.418
"17","RF_RUN2_AllData","TSS",0.661,NA,145,90.909,75.179
"18","RF_RUN2_AllData","KAPPA",0.524,NA,319,70.455,87.828
"19","GAM_RUN3_AllData","ROC",0.904,NA,536,92.045,82.1
"20","GAM_RUN3_AllData","TSS",0.739,NA,532,92.045,81.623
"21","GAM_RUN3_AllData","KAPPA",0.564,NA,532,92.045,81.623
"22","GBM_RUN3_AllData","ROC",0.902,NA,357.5,94.318,78.759
"23","GBM_RUN3_AllData","TSS",0.731,NA,357,94.318,78.759
"24","GBM_RUN3_AllData","KAPPA",0.545,NA,565,78.409,85.68
"25","RF_RUN3_AllData","ROC",0.899,NA,123,92.045,77.566
"26","RF_RUN3_AllData","TSS",0.689,NA,115,92.045,76.85
"27","RF_RUN3_AllData","KAPPA",0.555,NA,393,63.636,92.124
"28","GAM_RUN4_AllData","ROC",0.86,NA,374,89.773,69.928
"29","GAM_RUN4_AllData","TSS",0.597,NA,373,89.773,69.928
"30","GAM_RUN4_AllData","KAPPA",0.475,NA,696,67.045,86.396
"31","GBM_RUN4_AllData","ROC",0.873,NA,295,94.318,70.406
"32","GBM_RUN4_AllData","TSS",0.647,NA,295,94.318,70.406
"33","GBM_RUN4_AllData","KAPPA",0.499,NA,580,69.318,86.874
"34","RF_RUN4_AllData","ROC",0.887,NA,117,92.045,72.554
"35","RF_RUN4_AllData","TSS",0.646,NA,117,92.045,72.554
"36","RF_RUN4_AllData","KAPPA",0.515,NA,263,72.727,86.396
"37","GAM_RUN5_AllData","ROC",0.884,NA,459,89.773,75.895
"38","GAM_RUN5_AllData","TSS",0.657,NA,459,89.773,75.895
"39","GAM_RUN5_AllData","KAPPA",0.504,NA,696,64.773,88.783
"40","GBM_RUN5_AllData","ROC",0.893,NA,349.5,93.182,74.94
"41","GBM_RUN5_AllData","TSS",0.676,NA,347,93.182,74.463
"42","GBM_RUN5_AllData","KAPPA",0.494,NA,471,81.818,81.384
"43","RF_RUN5_AllData","ROC",0.909,NA,206,85.227,82.816
"44","RF_RUN5_AllData","TSS",0.679,NA,250,82.955,84.964
"45","RF_RUN5_AllData","KAPPA",0.559,NA,250,82.955,84.964
"46","GAM_RUN6_AllData","ROC",0.845,NA,514,86.364,76.611
"47","GAM_RUN6_AllData","TSS",0.63,NA,513,86.364,76.611
"48","GAM_RUN6_AllData","KAPPA",0.47,NA,613,80.682,80.191
