"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.689,0.075,0.194,0.66,0.176,0.248,0.505,0.135,0.246,0.628,0.095,0.183,0.616,0.13,0.146,0.425,0.097,0.16,0.374,0.078,0.123,0.524,0.098,0.168,0.38,0.085,0.284,0.574,0.18,0.239
"lag_sst",0.473,0.135,0.053,0.359,0.103,0.104,0.261,0.109,0.09,0.378,0.155,0.081,0.413,0.183,0.136,0.093,0.058,0.048,0.323,0.1,0.09,0.319,0.168,0.088,0.313,0.081,0.082,0.53,0.072,0.074
"int_chl",0.609,0.7,0.653,0.638,0.743,0.681,0.556,0.737,0.577,0.564,0.709,0.711,0.775,0.689,0.627,0.712,0.675,0.697,0.815,0.894,0.853,0.526,0.696,0.671,0.594,0.843,0.614,0.496,0.687,0.637
"sss",0.469,0.297,0.209,0.559,0.246,0.192,0.413,0.285,0.169,0.641,0.228,0.132,0.379,0.17,0.098,0.524,0.375,0.258,0.472,0.145,0.14,0.552,0.202,0.236,0.448,0.189,0.154,0.676,0.142,0.1
