"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.151,0.073,0.096,0.077,0.077,0.118,0.14,0.105,0.118,0.097,0.077,0.116,0.017,0.093,0.129,0.081,0.07,0.116,0.193,0.163,0.205,0.156,0.088,0.115,0.081,0.068,0.11,0.055,0.058,0.086
"lag_sst",0.5,0.549,0.557,0.678,0.643,0.566,0.575,0.698,0.616,0.513,0.587,0.54,0.545,0.634,0.567,0.562,0.59,0.566,0.54,0.654,0.571,0.629,0.622,0.602,0.614,0.652,0.603,0.561,0.57,0.568
"int_chl",0.32,0.346,0.329,0.263,0.288,0.276,0.331,0.236,0.228,0.307,0.274,0.255,0.289,0.203,0.195,0.341,0.273,0.278,0.278,0.221,0.247,0.23,0.213,0.234,0.281,0.288,0.257,0.393,0.292,0.294
"sss",0.192,0.129,0.171,0.088,0.13,0.173,0.095,0.084,0.135,0.195,0.182,0.225,0.127,0.086,0.174,0.062,0.082,0.155,0.11,0.087,0.146,0.1,0.133,0.181,0.087,0.139,0.187,0.123,0.137,0.177
