"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.838,NA,570.5,90.476,70.909
"2","GAM_RUN1_AllData","TSS",0.614,NA,566,90.476,70.909
"3","GAM_RUN1_AllData","KAPPA",0.509,NA,566,90.476,70.909
"4","GBM_RUN1_AllData","ROC",0.843,NA,348,95.238,69.091
"5","GBM_RUN1_AllData","TSS",0.643,NA,349,95.238,69.091
"6","GBM_RUN1_AllData","KAPPA",0.521,NA,349,95.238,69.091
"7","RF_RUN1_AllData","ROC",0.845,NA,301,90.476,76.364
"8","RF_RUN1_AllData","TSS",0.661,NA,272,95.238,70.909
"9","RF_RUN1_AllData","KAPPA",0.553,NA,297,90.476,74.545
"10","GAM_RUN2_AllData","ROC",0.791,NA,230.5,100,56.364
"11","GAM_RUN2_AllData","TSS",0.564,NA,227,100,56.364
"12","GAM_RUN2_AllData","KAPPA",0.454,NA,515,85.714,69.091
"13","GBM_RUN2_AllData","ROC",0.86,NA,542,80.952,81.818
"14","GBM_RUN2_AllData","TSS",0.628,NA,538,80.952,81.818
"15","GBM_RUN2_AllData","KAPPA",0.577,NA,538,80.952,81.818
"16","RF_RUN2_AllData","ROC",0.856,NA,280,95.238,69.091
"17","RF_RUN2_AllData","TSS",0.625,NA,273,95.238,67.273
"18","RF_RUN2_AllData","KAPPA",0.541,NA,392,85.714,76.364
"19","GAM_RUN3_AllData","ROC",0.774,NA,347,95.238,67.273
"20","GAM_RUN3_AllData","TSS",0.625,NA,348.5,95.238,67.273
"21","GAM_RUN3_AllData","KAPPA",0.5,NA,348.5,95.238,67.273
"22","GBM_RUN3_AllData","ROC",0.877,NA,320,100,70.909
"23","GBM_RUN3_AllData","TSS",0.709,NA,320,100,70.909
"24","GBM_RUN3_AllData","KAPPA",0.575,NA,373,90.476,76.364
"25","RF_RUN3_AllData","ROC",0.901,NA,256,100,74.545
"26","RF_RUN3_AllData","TSS",0.745,NA,256,100,74.545
"27","RF_RUN3_AllData","KAPPA",0.618,NA,256,100,74.545
"28","GAM_RUN4_AllData","ROC",0.76,NA,171.5,85.714,58.182
"29","GAM_RUN4_AllData","TSS",0.439,NA,171.5,85.714,58.182
"30","GAM_RUN4_AllData","KAPPA",0.342,NA,223,80.952,61.818
"31","GBM_RUN4_AllData","ROC",0.799,NA,389.5,76.19,80
"32","GBM_RUN4_AllData","TSS",0.562,NA,388,76.19,78.182
"33","GBM_RUN4_AllData","KAPPA",0.516,NA,388,76.19,78.182
"34","RF_RUN4_AllData","ROC",0.809,NA,248,76.19,76.364
"35","RF_RUN4_AllData","TSS",0.526,NA,250,76.19,76.364
"36","RF_RUN4_AllData","KAPPA",0.479,NA,296,71.429,80
"37","GAM_RUN5_AllData","ROC",0.789,NA,508.5,85.714,63.636
"38","GAM_RUN5_AllData","TSS",0.494,NA,508,85.714,63.636
"39","GAM_RUN5_AllData","KAPPA",0.395,NA,508,85.714,63.636
"40","GBM_RUN5_AllData","ROC",0.786,NA,523.5,71.429,80
"41","GBM_RUN5_AllData","TSS",0.514,NA,526,71.429,80
"42","GBM_RUN5_AllData","KAPPA",0.479,NA,526,71.429,80
"43","RF_RUN5_AllData","ROC",0.788,NA,305,80.952,69.091
"44","RF_RUN5_AllData","TSS",0.494,NA,286.5,85.714,63.636
"45","RF_RUN5_AllData","KAPPA",0.396,NA,508,47.619,89.091
"46","GAM_RUN6_AllData","ROC",0.745,NA,324.5,90.476,54.545
