"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.035,0.08,0.103,0.049,0.058,0.085,0.04,0.062,0.069,0.026,0.066,0.085,0.095,0.101,0.116,0.075,0.055,0.059,0.024,0.044,0.055,0.088,0.066,0.08,0.025,0.071,0.093,0.04,0.041,0.063
"lag_sst",0.458,0.317,0.299,0.423,0.352,0.299,0.51,0.43,0.426,0.595,0.44,0.416,0.525,0.359,0.349,0.558,0.352,0.34,0.579,0.381,0.35,0.65,0.457,0.402,0.671,0.51,0.419,0.457,0.362,0.353
"int_chl",0.495,0.53,0.502,0.491,0.531,0.486,0.487,0.455,0.426,0.462,0.514,0.464,0.442,0.548,0.492,0.47,0.583,0.581,0.443,0.497,0.485,0.356,0.452,0.455,0.424,0.435,0.438,0.479,0.555,0.509
"sss",0.022,0.058,0.085,0.107,0.043,0.096,0.014,0.034,0.061,0.011,0.023,0.056,0.001,0.035,0.08,0.019,0.029,0.058,0.002,0.049,0.084,0.01,0.032,0.069,0.009,0.019,0.056,0.053,0.048,0.07
