"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.21,0.203,0.271,0.242,0.247,0.278,0.252,0.274,0.348,0.281,0.198,0.296,0.266,0.193,0.258,0.294,0.273,0.31,0.265,0.19,0.27,0.265,0.219,0.26,0.23,0.267,0.328,0.295,0.299,0.359
"lag_sst",0.164,0.169,0.23,0.188,0.208,0.269,0.16,0.206,0.277,0.157,0.168,0.243,0.136,0.203,0.306,0.157,0.176,0.236,0.158,0.155,0.233,0.116,0.177,0.254,0.302,0.205,0.275,0.169,0.152,0.263
"int_chl",0.598,0.685,0.605,0.545,0.628,0.597,0.591,0.629,0.539,0.58,0.685,0.592,0.573,0.709,0.622,0.58,0.64,0.596,0.636,0.749,0.688,0.618,0.644,0.589,0.469,0.65,0.575,0.428,0.64,0.577
"sss",0.068,0.07,0.16,0.129,0.061,0.176,0.088,0.076,0.199,0.069,0.057,0.153,0.101,0.055,0.163,0.036,0.052,0.132,0.047,0.06,0.175,0.023,0.044,0.161,0.173,0.049,0.15,0.172,0.075,0.181
