"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.895,NA,572.5,85.714,81.818
"2","GAM_RUN1_AllData","TSS",0.675,NA,573.5,85.714,81.818
"3","GAM_RUN1_AllData","KAPPA",0.616,NA,660,76.19,87.273
"4","GBM_RUN1_AllData","ROC",0.913,NA,446.5,90.476,87.273
"5","GBM_RUN1_AllData","TSS",0.759,NA,437,90.476,85.455
"6","GBM_RUN1_AllData","KAPPA",0.698,NA,437,90.476,85.455
"7","RF_RUN1_AllData","ROC",0.909,NA,330,90.476,89.091
"8","RF_RUN1_AllData","TSS",0.796,NA,329,90.476,89.091
"9","RF_RUN1_AllData","KAPPA",0.751,NA,329,90.476,89.091
"10","GAM_RUN2_AllData","ROC",0.718,NA,122.5,95.238,60
"11","GAM_RUN2_AllData","TSS",0.552,NA,121,95.238,60
"12","GAM_RUN2_AllData","KAPPA",0.422,NA,121,95.238,60
"13","GBM_RUN2_AllData","ROC",0.868,NA,321,95.238,69.091
"14","GBM_RUN2_AllData","TSS",0.643,NA,319,95.238,69.091
"15","GBM_RUN2_AllData","KAPPA",0.553,NA,496.5,80.952,80
"16","RF_RUN2_AllData","ROC",0.874,NA,332,85.714,78.182
"17","RF_RUN2_AllData","TSS",0.639,NA,332.5,85.714,78.182
"18","RF_RUN2_AllData","KAPPA",0.566,NA,506,66.667,89.091
"19","GAM_RUN3_AllData","ROC",0.893,NA,600,95.238,76.364
"20","GAM_RUN3_AllData","TSS",0.716,NA,599,95.238,76.364
"21","GAM_RUN3_AllData","KAPPA",0.609,NA,599,95.238,76.364
"22","GBM_RUN3_AllData","ROC",0.877,NA,229,100,67.273
"23","GBM_RUN3_AllData","TSS",0.673,NA,227.5,100,67.273
"24","GBM_RUN3_AllData","KAPPA",0.588,NA,398.5,85.714,80
"25","RF_RUN3_AllData","ROC",0.882,NA,241,90.476,76.364
"26","RF_RUN3_AllData","TSS",0.668,NA,238,90.476,76.364
"27","RF_RUN3_AllData","KAPPA",0.575,NA,238,90.476,76.364
"28","GAM_RUN4_AllData","ROC",0.764,NA,585,66.667,74.545
"29","GAM_RUN4_AllData","TSS",0.412,NA,583,66.667,74.545
"30","GAM_RUN4_AllData","KAPPA",0.384,NA,697,57.143,81.818
"31","GBM_RUN4_AllData","ROC",0.766,NA,317.5,85.714,69.091
"32","GBM_RUN4_AllData","TSS",0.548,NA,319,85.714,69.091
"33","GBM_RUN4_AllData","KAPPA",0.493,NA,455,76.19,78.182
"34","RF_RUN4_AllData","ROC",0.761,NA,239,85.714,65.455
"35","RF_RUN4_AllData","TSS",0.512,NA,238.5,85.714,65.455
"36","RF_RUN4_AllData","KAPPA",0.418,NA,342,66.667,78.182
"37","GAM_RUN5_AllData","ROC",0.866,NA,625,95.238,76.364
"38","GAM_RUN5_AllData","TSS",0.698,NA,605,95.238,74.545
"39","GAM_RUN5_AllData","KAPPA",0.598,NA,670,90.476,78.182
"40","GBM_RUN5_AllData","ROC",0.862,NA,440.5,85.714,76.364
"41","GBM_RUN5_AllData","TSS",0.621,NA,441,85.714,76.364
"42","GBM_RUN5_AllData","KAPPA",0.541,NA,441,85.714,76.364
"43","RF_RUN5_AllData","ROC",0.869,NA,385,76.19,87.273
"44","RF_RUN5_AllData","TSS",0.635,NA,386,76.19,87.273
"45","RF_RUN5_AllData","KAPPA",0.616,NA,386,76.19,87.273
"46","GAM_RUN6_AllData","ROC",0.81,NA,392,90.476,63.636
"47","GAM_RUN6_AllData","TSS",0.541,NA,391,90.476,63.636
"48","GAM_RUN6_AllData","KAPPA",0.479,NA,833,71.429,80
"49","GBM_RUN6_AllData","ROC",0.825,NA,472.5,85.714,72.727
"50","GBM_RUN6_AllData","TSS",0.566,NA,460,85.714,70.909
"51","GBM_RUN6_AllData","KAPPA",0.484,NA,485,80.952,74.545
"52","RF_RUN6_AllData","ROC",0.815,NA,196,95.238,61.818
"53","RF_RUN6_AllData","TSS",0.548,NA,298,85.714,69.091
"54","RF_RUN6_AllData","KAPPA",0.454,NA,298,85.714,69.091
"55","GAM_RUN7_AllData","ROC",0.784,NA,459.5,85.714,67.273
"56","GAM_RUN7_AllData","TSS",0.53,NA,459,85.714,67.273
"57","GAM_RUN7_AllData","KAPPA",0.434,NA,459,85.714,67.273
"58","GBM_RUN7_AllData","ROC",0.81,NA,437.5,90.476,70.909
"59","GBM_RUN7_AllData","TSS",0.614,NA,436,90.476,70.909
"60","GBM_RUN7_AllData","KAPPA",0.509,NA,436,90.476,70.909
"61","RF_RUN7_AllData","ROC",0.846,NA,196,100,67.273
"62","RF_RUN7_AllData","TSS",0.673,NA,194,100,65.455
"63","RF_RUN7_AllData","KAPPA",0.532,NA,194,100,65.455
"64","GAM_RUN8_AllData","ROC",0.857,NA,686.5,80.952,85.455
"65","GAM_RUN8_AllData","TSS",0.664,NA,688,80.952,85.455
"66","GAM_RUN8_AllData","KAPPA",0.627,NA,688,80.952,85.455
"67","GBM_RUN8_AllData","ROC",0.86,NA,400.5,85.714,74.545
"68","GBM_RUN8_AllData","TSS",0.596,NA,264,90.476,69.091
"69","GBM_RUN8_AllData","KAPPA",0.553,NA,614,71.429,85.455
"70","RF_RUN8_AllData","ROC",0.864,NA,334,76.19,81.818
"71","RF_RUN8_AllData","TSS",0.58,NA,332,76.19,81.818
"72","RF_RUN8_AllData","KAPPA",0.58,NA,502,61.905,90.909
"73","GAM_RUN9_AllData","ROC",0.758,NA,169.5,76.19,76.364
"74","GAM_RUN9_AllData","TSS",0.526,NA,172,76.19,76.364
"75","GAM_RUN9_AllData","KAPPA",0.479,NA,308,71.429,80
"76","GBM_RUN9_AllData","ROC",0.77,NA,298.5,85.714,76.364
"77","GBM_RUN9_AllData","TSS",0.621,NA,298,85.714,76.364
"78","GBM_RUN9_AllData","KAPPA",0.541,NA,298,85.714,76.364
"79","RF_RUN9_AllData","ROC",0.777,NA,301,76.19,80
"80","RF_RUN9_AllData","TSS",0.562,NA,299,76.19,80
"81","RF_RUN9_AllData","KAPPA",0.516,NA,299,76.19,80
"82","GAM_RUN10_AllData","ROC",0.872,NA,749,71.429,90.909
"83","GAM_RUN10_AllData","TSS",0.605,NA,743,71.429,85.455
"84","GAM_RUN10_AllData","KAPPA",0.621,NA,781,66.667,92.727
"85","GBM_RUN10_AllData","ROC",0.878,NA,372.5,95.238,70.909
"86","GBM_RUN10_AllData","TSS",0.661,NA,371,95.238,70.909
"87","GBM_RUN10_AllData","KAPPA",0.565,NA,588,76.19,83.636
"88","RF_RUN10_AllData","ROC",0.874,NA,250,95.238,70.909
