"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","EMmeanByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.705,NA,558,76.211,93.979
"2","EMmeanByROC_mergedAlgo_mergedRun_mergedData","TSS",0.715,NA,497,83.7,87.721
"3","EMmeanByROC_mergedAlgo_mergedRun_mergedData","ROC",0.942,NA,502.5,83.7,88.312
"4","EMcvByROC_mergedAlgo_mergedRun_mergedData","KAPPA",NA,NA,NA,NA,NA
"5","EMcvByROC_mergedAlgo_mergedRun_mergedData","TSS",NA,NA,NA,NA,NA
"6","EMcvByROC_mergedAlgo_mergedRun_mergedData","ROC",NA,NA,NA,NA,NA
"7","EMciInfByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.753,NA,522,75.771,96.34
"8","EMciInfByROC_mergedAlgo_mergedRun_mergedData","TSS",0.747,NA,399,88.987,86.187
"9","EMciInfByROC_mergedAlgo_mergedRun_mergedData","ROC",0.951,NA,398.5,88.987,86.187
"10","EMciSupByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.64,NA,631,71.366,92.68
"11","EMciSupByROC_mergedAlgo_mergedRun_mergedData","TSS",0.682,NA,499,88.987,79.221
"12","EMciSupByROC_mergedAlgo_mergedRun_mergedData","ROC",0.929,NA,496.5,89.427,79.103
"13","EMmedianByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.609,NA,576,78.855,87.839
"14","EMmedianByROC_mergedAlgo_mergedRun_mergedData","TSS",0.686,NA,446,91.189,77.332
"15","EMmedianByROC_mergedAlgo_mergedRun_mergedData","ROC",0.923,NA,446.5,91.189,77.45
"16","EMcaByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.742,NA,884,75.33,96.104
"17","EMcaByROC_mergedAlgo_mergedRun_mergedData","TSS",0.72,NA,818,79.295,92.68
"18","EMcaByROC_mergedAlgo_mergedRun_mergedData","ROC",0.948,NA,816.5,79.295,92.68
"19","EMwmeanByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.714,NA,550,77.974,93.506
"20","EMwmeanByROC_mergedAlgo_mergedRun_mergedData","TSS",0.718,NA,497,83.7,88.076
"21","EMwmeanByROC_mergedAlgo_mergedRun_mergedData","ROC",0.944,NA,501.5,83.7,88.43
