"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.173,0.019,0.1,0.11,0.023,0.112,0.156,0.036,0.137,0.134,0.02,0.181,0.182,0.052,0.153,0.201,0.062,0.164,0.134,0.037,0.131,0.164,0.021,0.137,0.206,0.039,0.158,0.171,0.03,0.129
"lag_sst",0.309,0.298,0.541,0.331,0.235,0.491,0.006,0.215,0.524,0.307,0.317,0.543,0.303,0.164,0.52,0.333,0.181,0.487,0.374,0.27,0.517,0.271,0.311,0.508,0.265,0.264,0.511,0.329,0.208,0.47
"int_chl",0.46,0.495,0.536,0.423,0.545,0.581,0.429,0.451,0.55,0.533,0.666,0.601,0.446,0.486,0.537,0.437,0.567,0.571,0.394,0.584,0.579,0.504,0.601,0.599,0.538,0.601,0.552,0.422,0.532,0.556
"sss",0.348,0.274,0.267,0.376,0.323,0.309,0.557,0.365,0.339,0.336,0.219,0.274,0.378,0.404,0.349,0.369,0.282,0.291,0.394,0.245,0.275,0.34,0.189,0.213,0.346,0.254,0.27,0.379,0.309,0.231
