"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.099,0.06,0.135,0.166,0.104,0.185,0.081,0.098,0.173,0.137,0.086,0.181,0.225,0.106,0.181,0.144,0.073,0.16,0.136,0.096,0.159,0.055,0.064,0.144,0.095,0.108,0.194,0.218,0.103,0.224
"lag_sst",0.317,0.289,0.337,0.203,0.224,0.246,0.308,0.317,0.348,0.255,0.272,0.257,0.307,0.277,0.326,0.297,0.314,0.307,0.235,0.285,0.285,0.261,0.234,0.324,0.272,0.247,0.245,0.265,0.216,0.242
"int_chl",0.71,0.708,0.7,0.692,0.75,0.762,0.767,0.738,0.688,0.668,0.708,0.697,0.663,0.762,0.72,0.709,0.734,0.725,0.757,0.746,0.709,0.72,0.655,0.661,0.75,0.769,0.732,0.691,0.778,0.719
"sss",0.174,0.153,0.211,0.231,0.199,0.237,0.138,0.091,0.173,0.266,0.244,0.278,0.2,0.176,0.258,0.17,0.13,0.245,0.143,0.115,0.222,0.207,0.259,0.252,0.182,0.154,0.234,0.209,0.209,0.233
