"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.148,0.103,0.147,0.192,0.098,0.122,0.274,0.071,0.116,0.375,0.096,0.13,0.138,0.1,0.145,0.087,0.074,0.136,0.218,0.078,0.108,0.217,0.124,0.156,0.188,0.07,0.112,0.119,0.117,0.156
"lag_sst",0.509,0.462,0.412,0.446,0.47,0.339,0.448,0.441,0.416,0.406,0.408,0.292,0.576,0.484,0.368,0.63,0.491,0.339,0.37,0.401,0.282,0.328,0.524,0.451,0.255,0.473,0.394,0.535,0.542,0.422
"int_chl",0.471,0.13,0.166,0.356,0.181,0.196,0.461,0.207,0.207,0.598,0.281,0.288,0.437,0.104,0.112,0.448,0.276,0.274,0.469,0.186,0.208,0.649,0.19,0.212,0.439,0.193,0.211,0.45,0.233,0.226
"sss",0.326,0.376,0.328,0.326,0.357,0.311,0.281,0.322,0.306,0.26,0.375,0.304,0.318,0.48,0.423,0.268,0.336,0.285,0.527,0.488,0.414,0.236,0.376,0.321,0.387,0.307,0.271,0.207,0.307,0.263
