"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","EMmeanByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.699,NA,437,91.511,78.817
"2","EMmeanByROC_mergedAlgo_mergedRun_mergedData","TSS",0.703,NA,437,91.511,78.817
"3","EMmeanByROC_mergedAlgo_mergedRun_mergedData","ROC",0.937,NA,440,91.304,79.198
"4","EMcvByROC_mergedAlgo_mergedRun_mergedData","KAPPA",NA,NA,NA,NA,NA
"5","EMcvByROC_mergedAlgo_mergedRun_mergedData","TSS",NA,NA,NA,NA,NA
"6","EMcvByROC_mergedAlgo_mergedRun_mergedData","ROC",NA,NA,NA,NA,NA
"7","EMciInfByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.706,NA,464,85.3,84.924
"8","EMciInfByROC_mergedAlgo_mergedRun_mergedData","TSS",0.706,NA,464,85.3,84.924
"9","EMciInfByROC_mergedAlgo_mergedRun_mergedData","ROC",0.938,NA,466.5,85.3,85.305
"10","EMciSupByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.707,NA,484,91.925,79.008
"11","EMciSupByROC_mergedAlgo_mergedRun_mergedData","TSS",0.711,NA,484,91.925,79.008
"12","EMciSupByROC_mergedAlgo_mergedRun_mergedData","ROC",0.934,NA,484.5,91.925,79.198
"13","EMmedianByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.664,NA,412,91.097,75.954
"14","EMmedianByROC_mergedAlgo_mergedRun_mergedData","TSS",0.668,NA,412,91.097,75.954
"15","EMmedianByROC_mergedAlgo_mergedRun_mergedData","ROC",0.914,NA,409.5,91.304,75.954
"16","EMcaByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.716,NA,848,78.468,92.748
"17","EMcaByROC_mergedAlgo_mergedRun_mergedData","TSS",0.712,NA,848,78.468,92.748
"18","EMcaByROC_mergedAlgo_mergedRun_mergedData","ROC",0.944,NA,850,78.468,92.748
"19","EMwmeanByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.699,NA,436,91.511,78.817
"20","EMwmeanByROC_mergedAlgo_mergedRun_mergedData","TSS",0.703,NA,436,91.511,78.817
"21","EMwmeanByROC_mergedAlgo_mergedRun_mergedData","ROC",0.937,NA,431.5,91.925,78.626
