"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.115,0.078,0.115,0.145,0.089,0.119,0.041,0.049,0.086,0.06,0.084,0.112,0.173,0.13,0.167,0.074,0.08,0.122,0.092,0.065,0.087,0.131,0.092,0.116,0.118,0.096,0.128,0.086,0.105,0.111
"lag_sst",0.451,0.527,0.522,0.426,0.547,0.504,0.624,0.587,0.508,0.526,0.615,0.543,0.49,0.596,0.557,0.518,0.578,0.584,0.48,0.538,0.493,0.428,0.539,0.521,0.503,0.6,0.607,0.552,0.59,0.58
"int_chl",0.341,0.331,0.282,0.416,0.294,0.3,0.265,0.278,0.268,0.336,0.247,0.249,0.314,0.244,0.26,0.397,0.27,0.244,0.425,0.364,0.361,0.318,0.301,0.296,0.261,0.216,0.213,0.307,0.235,0.226
"sss",0.125,0.134,0.176,0.211,0.178,0.231,0.139,0.179,0.208,0.141,0.087,0.137,0.141,0.068,0.099,0.14,0.098,0.144,0.119,0.113,0.16,0.225,0.127,0.184,0.11,0.106,0.152,0.18,0.133,0.183
