"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.332,0.17,0.184,0.307,0.117,0.107,0.408,0.209,0.232,0.286,0.237,0.245,0.315,0.175,0.171,0.256,0.21,0.182,0.367,0.338,0.288,0.181,0.144,0.118,0.252,0.132,0.136,0.25,0.183,0.174
"lag_sst",0.422,0.189,0.232,0.465,0.178,0.214,0.228,0.105,0.131,0.212,0.181,0.173,0.26,0.123,0.158,0.161,0.22,0.194,0.338,0.103,0.139,0.263,0.118,0.165,0.268,0.216,0.228,0.216,0.092,0.141
"int_chl",0.346,0.463,0.387,0.455,0.548,0.468,0.391,0.583,0.494,0.396,0.471,0.388,0.415,0.45,0.445,0.436,0.466,0.396,0.43,0.546,0.511,0.477,0.584,0.514,0.493,0.625,0.525,0.498,0.609,0.596
"sss",0.415,0.37,0.319,0.479,0.297,0.327,0.414,0.28,0.26,0.572,0.308,0.35,0.293,0.366,0.354,0.476,0.282,0.295,0.376,0.197,0.266,0.378,0.336,0.333,0.319,0.261,0.315,0.36,0.3,0.318
