"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.08,0.049,0.161,0.016,0.046,0.174,0.024,0.045,0.161,0.041,0.061,0.208,0.042,0.048,0.169,0.014,0.027,0.146,0.066,0.048,0.173,0.046,0.068,0.195,0.046,0.067,0.185,0.013,0.064,0.218
"lag_sst",0.398,0.314,0.361,0.222,0.202,0.322,0.185,0.157,0.258,0.281,0.241,0.329,0.306,0.218,0.32,0.28,0.227,0.332,0.256,0.217,0.292,0.319,0.271,0.337,0.254,0.244,0.309,0.274,0.239,0.313
"int_chl",0.421,0.482,0.49,0.519,0.576,0.554,0.539,0.591,0.561,0.503,0.523,0.498,0.485,0.556,0.498,0.463,0.508,0.503,0.532,0.581,0.546,0.47,0.52,0.51,0.5,0.533,0.516,0.527,0.589,0.537
"sss",0.2,0.232,0.31,0.255,0.302,0.339,0.252,0.281,0.341,0.222,0.245,0.288,0.213,0.279,0.319,0.253,0.318,0.356,0.196,0.214,0.271,0.219,0.251,0.301,0.236,0.246,0.291,0.218,0.231,0.281
