"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.431,0.071,0.149,0.637,0.068,0.218,0.745,0.096,0.219,0.362,0.039,0.098,0.338,0.06,0.148,0.531,0.033,0.055,0.28,0.049,0.164,0.358,0.094,0.137,0.427,0.067,0.14,0.322,0.079,0.137
"lag_sst",0.22,0.078,0.071,0.54,0.062,0.078,0.346,0.081,0.064,0.372,0.152,0.089,0.32,0.107,0.071,0.549,0.074,0.049,0.486,0.119,0.078,0.427,0.106,0.075,0.382,0.162,0.129,0.288,0.171,0.106
"int_chl",0.663,0.757,0.709,0.747,0.807,0.718,0.602,0.874,0.78,0.648,0.784,0.731,0.619,0.68,0.569,0.666,0.571,0.65,0.649,0.777,0.674,0.468,0.597,0.624,0.762,0.799,0.762,0.599,0.705,0.648
"sss",0.543,0.227,0.174,0.579,0.194,0.13,0.556,0.102,0.082,0.641,0.274,0.214,0.43,0.299,0.265,0.704,0.471,0.381,0.414,0.284,0.217,0.372,0.271,0.202,0.585,0.119,0.097,0.423,0.231,0.16
