"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.124,0.106,0.154,0.104,0.076,0.11,0.267,0.129,0.134,0.198,0.056,0.107,0.06,0.059,0.096,0.116,0.106,0.153,0.143,0.103,0.123,0.062,0.089,0.132,0.118,0.062,0.094,0.183,0.11,0.132
"lag_sst",0.321,0.426,0.306,0.449,0.4,0.292,0.288,0.431,0.335,0.446,0.566,0.39,0.538,0.489,0.406,0.404,0.447,0.374,0.254,0.42,0.307,0.399,0.462,0.331,0.331,0.435,0.307,0.633,0.504,0.37
"int_chl",0.319,0.081,0.142,0.496,0.195,0.238,0.558,0.321,0.271,0.439,0.245,0.251,0.438,0.179,0.215,0.429,0.18,0.184,0.313,0.147,0.175,0.378,0.125,0.148,0.572,0.251,0.28,0.516,0.243,0.231
"sss",0.427,0.591,0.469,0.312,0.422,0.34,0.234,0.312,0.252,0.26,0.332,0.251,0.223,0.358,0.268,0.455,0.456,0.412,0.589,0.468,0.375,0.375,0.43,0.389,0.339,0.337,0.31,0.238,0.301,0.329
