"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.531,0.107,0.275,0.639,0.098,0.209,0.677,0.167,0.212,0.724,0.063,0.188,0.546,0.046,0.366,0.704,0.046,0.334,0.605,0.137,0.198,0.707,0.073,0.201,0.502,0.128,0.198,0.496,0.066,0.345
"lag_sst",0.69,0.364,0.296,0.769,0.652,0.316,0.837,0.589,0.262,0.811,0.45,0.17,0.586,0.513,0.327,0.715,0.759,0.243,0.579,0.431,0.349,0.781,0.599,0.177,0.659,0.418,0.276,0.789,0.457,0.202
"int_chl",0.607,0.322,0.297,0.66,0.408,0.478,0.544,0.292,0.38,0.822,0.577,0.543,0.69,0.499,0.668,0.516,0.379,0.492,0.714,0.498,0.639,0.631,0.376,0.411,0.684,0.562,0.64,0.784,0.51,0.654
"sss",0.559,0.33,0.143,0.665,0.123,0.093,0.562,0.058,0.073,0.73,0.39,0.113,0.683,0.118,0.057,0.659,0.057,0.081,0.583,0.183,0.1,0.68,0.259,0.109,0.55,0.164,0.082,0.524,0.13,0.057
