"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.093,0.116,0.189,0.299,0.171,0.218,0.235,0.145,0.195,0.142,0.067,0.115,0.022,0.138,0.158,0.337,0.049,0.091,0.217,0.054,0.078,0.063,0.092,0.127,0.208,0.14,0.171,0.092,0.051,0.074
"lag_sst",0.414,0.498,0.362,0.327,0.426,0.291,0.394,0.314,0.282,0.552,0.381,0.293,0.455,0.418,0.273,0.496,0.494,0.436,0.178,0.422,0.321,0.499,0.521,0.384,0.443,0.433,0.367,0.458,0.586,0.439
"int_chl",0.463,0.178,0.18,0.419,0.177,0.179,0.608,0.217,0.235,0.564,0.234,0.259,0.255,0.127,0.144,0.409,0.096,0.117,0.609,0.263,0.286,0.429,0.202,0.243,0.429,0.196,0.234,0.541,0.159,0.166
"sss",0.41,0.376,0.326,0.442,0.34,0.326,0.332,0.432,0.309,0.175,0.329,0.24,0.406,0.388,0.375,0.485,0.419,0.366,0.472,0.356,0.284,0.224,0.337,0.248,0.427,0.507,0.421,0.185,0.34,0.26
