"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","EMmeanByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.692,NA,512,79.203,89.439
"2","EMmeanByROC_mergedAlgo_mergedRun_mergedData","TSS",0.686,NA,512,79.203,89.439
"3","EMmeanByROC_mergedAlgo_mergedRun_mergedData","ROC",0.921,NA,510.5,79.549,89.305
"4","EMcvByROC_mergedAlgo_mergedRun_mergedData","KAPPA",NA,NA,NA,NA,NA
"5","EMcvByROC_mergedAlgo_mergedRun_mergedData","TSS",NA,NA,NA,NA,NA
"6","EMcvByROC_mergedAlgo_mergedRun_mergedData","ROC",NA,NA,NA,NA,NA
"7","EMciInfByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.692,NA,473,77.296,90.642
"8","EMciInfByROC_mergedAlgo_mergedRun_mergedData","TSS",0.683,NA,473,77.296,90.642
"9","EMciInfByROC_mergedAlgo_mergedRun_mergedData","ROC",0.918,NA,474.5,77.123,91.31
"10","EMciSupByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.696,NA,569,78.163,90.508
"11","EMciSupByROC_mergedAlgo_mergedRun_mergedData","TSS",0.688,NA,569,78.163,90.508
"12","EMciSupByROC_mergedAlgo_mergedRun_mergedData","ROC",0.922,NA,565.5,78.856,90.107
"13","EMmedianByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.571,NA,497,76.776,80.348
"14","EMmedianByROC_mergedAlgo_mergedRun_mergedData","TSS",0.576,NA,478,79.723,77.807
"15","EMmedianByROC_mergedAlgo_mergedRun_mergedData","ROC",0.873,NA,481.5,79.203,78.476
"16","EMcaByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.701,NA,843,74.35,94.251
"17","EMcaByROC_mergedAlgo_mergedRun_mergedData","TSS",0.686,NA,843,74.35,94.251
"18","EMcaByROC_mergedAlgo_mergedRun_mergedData","ROC",0.918,NA,845,74.35,94.251
"19","EMwmeanByROC_mergedAlgo_mergedRun_mergedData","KAPPA",0.693,NA,513,79.203,89.572
"20","EMwmeanByROC_mergedAlgo_mergedRun_mergedData","TSS",0.687,NA,513,79.203,89.572
"21","EMwmeanByROC_mergedAlgo_mergedRun_mergedData","ROC",0.922,NA,510.5,79.549,89.305
