"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.172,0.198,0.222,0.184,0.229,0.255,0.17,0.182,0.274,0.154,0.156,0.182,0.162,0.141,0.174,0.166,0.195,0.222,0.154,0.156,0.194,0.145,0.213,0.216,0.162,0.177,0.224,0.158,0.163,0.199
"lag_sst",0.395,0.464,0.488,0.383,0.417,0.444,0.365,0.46,0.488,0.257,0.425,0.461,0.367,0.376,0.471,0.356,0.392,0.466,0.421,0.404,0.468,0.401,0.486,0.516,0.371,0.46,0.521,0.297,0.412,0.474
"int_chl",0.347,0.39,0.336,0.368,0.362,0.317,0.357,0.417,0.286,0.328,0.408,0.355,0.368,0.395,0.314,0.42,0.432,0.354,0.355,0.429,0.369,0.327,0.348,0.323,0.32,0.361,0.298,0.397,0.418,0.366
"sss",0.094,0.062,0.219,0.109,0.07,0.229,0.148,0.061,0.183,0.269,0.076,0.197,0.072,0.075,0.188,0.092,0.073,0.207,0.113,0.098,0.222,0.104,0.07,0.227,0.117,0.051,0.19,0.152,0.066,0.219
