"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.165,0.118,0.184,0.102,0.066,0.132,0.16,0.087,0.121,0.127,0.08,0.144,0.215,0.161,0.181,0.107,0.072,0.152,0.12,0.107,0.147,0.16,0.089,0.129,0.13,0.092,0.148,0.131,0.069,0.121
"lag_sst",0.081,0.06,0.144,0.077,0.082,0.148,0.162,0.112,0.193,0.049,0.056,0.172,0.179,0.129,0.213,0.114,0.074,0.215,0.154,0.109,0.185,0.072,0.04,0.122,0.127,0.105,0.187,0.091,0.037,0.136
"int_chl",0.728,0.813,0.762,0.736,0.842,0.779,0.731,0.858,0.81,0.724,0.816,0.786,0.688,0.773,0.72,0.631,0.789,0.754,0.715,0.753,0.723,0.715,0.808,0.732,0.655,0.789,0.745,0.71,0.837,0.805
"sss",0.245,0.2,0.226,0.335,0.238,0.248,0.175,0.115,0.188,0.254,0.19,0.229,0.202,0.124,0.194,0.311,0.146,0.196,0.309,0.196,0.261,0.252,0.232,0.285,0.267,0.154,0.221,0.319,0.188,0.235
